pdbid,label
3b5x,Gram-neg. inner
1xkw,Gram-neg. outer
7dys,Eykaryo. plasma
4w6v,Gram-neg. inner
7ari,Gram-neg. inner
6ows,Gram-neg. inner
6d26,Eykaryo. plasma
1rkl,Endoplasm. reticulum
7cgp,Mitochon. inner
6d7w,Mitochon. inner
6wv3,Endoplasm. reticulum
5y4o,Gram-neg. inner
4yuu,Thylakoid
6ys8,Gram-neg. inner
5wq7,Gram-neg. outer
6gv9,Gram-neg. inner
6wlb,Eykaryo. plasma
4n4r,Gram-neg. outer
2k3m,Gram-pos. inner
5a40,Gram-neg. inner
6ww7,Endoplasm. reticulum
5wud,Archaebac.
2kog,Eykaryo. plasma
5z1f,Eykaryo. plasma
6w4s,Eykaryo. plasma
7ocy,Gram-pos. inner
6qti,Mitochon. inner
4ntf,Endoplasm. reticulum
5c78,Gram-neg. inner
6tpk,Eykaryo. plasma
7qe5,Gram-neg. inner
6vk9,Gram-neg. inner
4ryi,Gram-pos. inner
6ksp,Eykaryo. plasma
4zyo,Endoplasm. reticulum
3k3f,Gram-neg. inner
3j08,Archaebac.
5x3x,Gram-neg. inner
6wxr,Eykaryo. plasma
6i1x,Gram-neg. outer
6v3f,Endoplasm. reticulum
7o0y,Gram-neg. inner
2wit,Gram-pos. inner
6td6,Eykaryo. plasma
5a2n,Eykaryo. plasma
6zhg,Gram-pos. inner
6l3t,Eykaryo. plasma
6xdc,Eykaryo. plasma
2z5x,Mitochon. outer
1xrd,Thylakoid
4y7j,Archaebac.
4dve,Gram-pos. inner
6s3r,Gram-neg. inner
7bw1,Endoplasm. reticulum
7f61,Eykaryo. plasma
7t6d,Gram-neg. inner
2lat,Endoplasm. reticulum
4kt0,Thylakoid
6wim,Gram-neg. outer
2mgy,Mitochon. outer
3d31,Archaebac.
6m17,Eykaryo. plasma
3b4r,Archaebac.
6ysl,Gram-pos. inner
2lj2,Gram-neg. inner
2lom,Mitochon. inner
4aps,Gram-pos. inner
7d61,Eykaryo. plasma
1lgh,Thylakoid
5fp2,Gram-neg. outer
7f4v,Thylakoid
6uun,Eykaryo. plasma
5xtc,Mitochon. inner
2n7i,Eykaryo. plasma
1eys,Thylakoid
1a91,Gram-neg. inner
6ynw,Mitochon. inner
7cha,Gram-neg. inner
6bug,Gram-pos. inner
6zbb,Mitochon. inner
6hcp,Gram-neg. outer
2ksf,Gram-neg. inner
7k7a,Eykaryo. plasma
6iql,Eykaryo. plasma
7e4g,Archaebac.
6sni,Endoplasm. reticulum
7vlx,Gram-pos. inner
1wrg,Thylakoid
6zr2,Mitochon. inner
6x6k,Gram-neg. outer
2klu,Eykaryo. plasma
2mpr,Gram-neg. outer
2yiu,Gram-neg. inner
2k74,Gram-neg. inner
4x5m,Gram-neg. inner
7jv5,Eykaryo. plasma
6rqf,Thylakoid
3dh4,Gram-neg. inner
2n4x,Archaebac.
4xu4,Gram-pos. inner
6z16,Gram-pos. inner
6r69,Gram-neg. inner
3rbh,Gram-neg. outer
2wlk,Gram-neg. inner
7f16,Eykaryo. plasma
5nj3,Eykaryo. plasma
7czb,Endoplasm. reticulum
7jsj,Eykaryo. plasma
5khs,Gram-neg. inner
4quv,Gram-neg. inner
3qe7,Gram-neg. inner
7mpa,Endoplasm. reticulum
5cxv,Eykaryo. plasma
6r72,Gram-pos. inner
7e1v,Gram-pos. inner
6wi9,Eykaryo. plasma
5xno,Thylakoid
5jsi,Gram-pos. inner
3ne2,Archaebac.
6ve2,Gram-neg. outer
6g9x,Gram-neg. inner
7cff,Gram-neg. inner
7fh1,Eykaryo. plasma
7f56,Eykaryo. plasma
6pw4,Eykaryo. plasma
6b3r,Eykaryo. plasma
7xtc,Eykaryo. plasma
5y50,Eykaryo. plasma
3zuy,Gram-neg. inner
7b0p,Gram-pos. inner
6ykm,Gram-neg. inner
7eib,Eykaryo. plasma
2x2v,Gram-pos. inner
5sy1,Eykaryo. plasma
3dwo,Gram-neg. outer
4yay,Eykaryo. plasma
4aq9,Eykaryo. plasma
4qnc,Gram-neg. inner
2wjr,Gram-neg. outer
6l47,Endoplasm. reticulum
5vre,Gram-neg. inner
2cfp,Gram-neg. inner
7jrp,Mitochon. inner
1uyn,Gram-neg. outer
2yvx,Gram-neg. inner
4zr1,Endoplasm. reticulum
6rtc,Eykaryo. plasma
1rwt,Thylakoid
2hi7,Gram-neg. inner
7eu3,Thylakoid
6g7o,Endoplasm. reticulum
5hk7,Gram-neg. inner
6c3o,Eykaryo. plasma
5t3r,Gram-neg. outer
5o65,Gram-neg. outer
1fft,Gram-neg. inner
5v6p,Endoplasm. reticulum
4ntj,Eykaryo. plasma
1orq,Archaebac.
6oce,Eykaryo. plasma
5or1,Gram-neg. outer
7l0s,Eykaryo. plasma
3v89,Gram-neg. outer
6dw0,Eykaryo. plasma
5af1,Eykaryo. plasma
4xtl,Gram-neg. inner
7jro,Mitochon. inner
6lum,Gram-pos. inner
3cap,Eykaryo. plasma
3vou,Gram-neg. inner
5zkp,Eykaryo. plasma
6x0o,Gram-pos. inner
8d3u,Eykaryo. plasma
5a43,Gram-neg. inner
4dkl,Eykaryo. plasma
1nqe,Gram-neg. outer
2a79,Eykaryo. plasma
2mlh,Gram-neg. outer
7vby,Mitochon. outer
6mjp,Gram-neg. inner
5mrw,Gram-neg. inner
7wff,Thylakoid
2f1v,Gram-neg. outer
5n6m,Gram-neg. inner
7zou,Gram-neg. inner
6zka,Mitochon. inner
5ctg,Eykaryo. plasma
1nkz,Thylakoid
7f02,Gram-neg. inner
3mk7,Gram-neg. inner
2vqi,Gram-neg. outer
7yzi,Gram-pos. inner
4hfi,Gram-neg. inner
7ssv,Eykaryo. plasma
6coy,Eykaryo. plasma
2dyr,Mitochon. inner
7sgr,Gram-neg. inner
7bty,Mitochon. outer
6b2z,Mitochon. inner
2mmu,Gram-pos. inner
4xyd,Gram-neg. inner
6sss,Endoplasm. reticulum
7cad,Gram-pos. inner
6mgv,Eykaryo. plasma
7wwb,Eykaryo. plasma
5tj6,Eykaryo. plasma
5f1c,Eykaryo. plasma
6u0o,Gram-pos. inner
5wua,Eykaryo. plasma
4hyg,Archaebac.
6pep,Gram-neg. inner
7ojf,Gram-neg. outer
2hyd,Gram-pos. inner
6m96,Gram-neg. inner
6ye4,Gram-neg. inner
7jjo,Eykaryo. plasma
7tcg,Gram-pos. inner
3hd6,Eykaryo. plasma
2vl0,Gram-neg. inner
7nyh,Gram-neg. inner
3tlm,Endoplasm. reticulum
7w3y,Eykaryo. plasma
2gr7,Gram-neg. outer
3jad,Eykaryo. plasma
3vmt,Gram-pos. inner
4cg5,Endoplasm. reticulum
5oc0,Gram-neg. inner
5xpd,Eykaryo. plasma
2na8,Eykaryo. plasma
5xtd,Mitochon. inner
6w6m,Gram-neg. outer
6gux,Archaebac.
7vd6,Thylakoid
2lck,Mitochon. inner
4v7i,Gram-neg. inner
2l6w,Eykaryo. plasma
4k3b,Gram-neg. outer
6m02,Eykaryo. plasma
7uhg,Eykaryo. plasma
2o4v,Gram-neg. outer
7o37,Mitochon. inner
4us3,Gram-pos. inner
4xt3,Eykaryo. plasma
5o8o,Mitochon. outer
7php,Gram-neg. inner
6xkz,Gram-neg. inner
5mlz,Archaebac.
7bvf,Gram-pos. inner
4ry2,Gram-pos. inner
2ahy,Gram-pos. inner
5xjm,Eykaryo. plasma
2bbj,Gram-neg. inner
6sgw,Gram-pos. inner
2w2e,Eykaryo. plasma
6pzt,Eykaryo. plasma
6rw3,Eykaryo. plasma
6s8h,Gram-neg. inner
6p25,Endoplasm. reticulum
7cx4,Eykaryo. plasma
7mhz,Endoplasm. reticulum
7eeb,Eykaryo. plasma
5zlg,Eykaryo. plasma
6ijj,Thylakoid
6o84,Eykaryo. plasma
5mdr,Gram-neg. outer
7lhv,Eykaryo. plasma
5nv9,Gram-neg. inner
6z1r,Mitochon. inner
3ayf,Gram-pos. inner
5fgn,Gram-neg. inner
3tui,Gram-neg. inner
6cq8,Eykaryo. plasma
6rfr,Mitochon. inner
5zsu,Eykaryo. plasma
7epc,Eykaryo. plasma
4hum,Gram-neg. inner
2jln,Gram-pos. inner
2l6x,Gram-neg. inner
5iws,Gram-pos. inner
4pxk,Archaebac.
4dji,Gram-neg. inner
4fc4,Gram-neg. inner
6ksw,Eykaryo. plasma
7ku5,Thylakoid
2l9u,Eykaryo. plasma
7clv,Mitochon. inner
6v1y,Eykaryo. plasma
3j7r,Endoplasm. reticulum
7w7g,Eykaryo. plasma
4b4a,Gram-neg. inner
7btw,Mitochon. outer
4q65,Gram-neg. inner
8ef5,Eykaryo. plasma
2xok,Mitochon. inner
6rv2,Eykaryo. plasma
5fq6,Gram-neg. outer
2pil,Gram-neg. inner
4uc1,Gram-neg. inner
5v8k,Gram-pos. inner
2m6x,Endoplasm. reticulum
3njt,Gram-neg. outer
6ob7,Eykaryo. plasma
7kh0,Eykaryo. plasma
6vja,Eykaryo. plasma
4ayt,Mitochon. inner
3wkv,Eykaryo. plasma
5tcx,Eykaryo. plasma
6mit,Gram-neg. inner
6e3y,Eykaryo. plasma
7cye,Gram-neg. inner
6jbh,Gram-pos. inner
6fmx,Gram-pos. inner
2lhf,Gram-neg. outer
4j3o,Gram-neg. outer
6kuw,Eykaryo. plasma
6uiv,Eykaryo. plasma
7e4i,Mitochon. outer
5x33,Eykaryo. plasma
5vms,Eykaryo. plasma
3jcu,Thylakoid
6dz7,Eykaryo. plasma
4y25,Gram-neg. outer
6m32,Gram-neg. inner
7o0u,Gram-neg. inner
2maw,Eykaryo. plasma
6li9,Eykaryo. plasma
2q7r,Endoplasm. reticulum
6zdb,Mitochon. inner
2l34,Eykaryo. plasma
2na6,Eykaryo. plasma
4kjs,Gram-pos. inner
5fok,Gram-neg. outer
7n4x,Eykaryo. plasma
1q16,Gram-neg. inner
7qhm,Gram-pos. inner
6sp2,Eykaryo. plasma
3gp6,Gram-neg. outer
7vh5,Eykaryo. plasma
5ywy,Eykaryo. plasma
4myc,Mitochon. inner
7jk8,Gram-neg. inner
6i9k,Eykaryo. plasma
7b7o,Thylakoid
3qq2,Gram-neg. outer
4av3,Gram-neg. inner
7tyh,Eykaryo. plasma
1xio,Gram-neg. inner
4pir,Eykaryo. plasma
5sv0,Gram-neg. inner
6rz4,Eykaryo. plasma
5xjy,Eykaryo. plasma
6lod,Gram-neg. inner
7xna,Eykaryo. plasma
6bar,Gram-neg. inner
6lcp,Eykaryo. plasma
5oqt,Gram-pos. inner
1qle,Gram-neg. inner
5gli,Eykaryo. plasma
6wwz,Eykaryo. plasma
6oht,Endoplasm. reticulum
7e9h,Eykaryo. plasma
6s7o,Endoplasm. reticulum
6cse,Archaebac.
5jnq,Gram-pos. inner
7uea,Gram-neg. inner
7wjm,Eykaryo. plasma
6n1g,Eykaryo. plasma
7mde,Gram-neg. inner
4umv,Gram-neg. inner
6qd5,Eykaryo. plasma
3zd0,Endoplasm. reticulum
2y0h,Gram-neg. outer
4zp0,Gram-neg. inner
3sn6,Eykaryo. plasma
4od5,Archaebac.
6f7h,Eykaryo. plasma
1l9b,Thylakoid
6mmr,Eykaryo. plasma
6xi0,Gram-neg. inner
7mjs,Eykaryo. plasma
4rp8,Gram-neg. inner
1l7v,Gram-neg. inner
6cm4,Eykaryo. plasma
6s3l,Gram-neg. inner
5oyb,Eykaryo. plasma
5do7,Eykaryo. plasma
3wme,Eykaryo. plasma
2jo1,Eykaryo. plasma
4tq4,Archaebac.
6ibb,Eykaryo. plasma
6ds5,Endoplasm. reticulum
6rwy,Gram-neg. inner
7dl9,Gram-neg. inner
7vor,Gram-neg. inner
7tuy,Eykaryo. plasma
3prn,Gram-neg. outer
6dhe,Thylakoid
1rh5,Archaebac.
6s3k,Gram-pos. inner
6pv7,Eykaryo. plasma
2erv,Gram-neg. outer
6rhz,Thylakoid
7np3,Eykaryo. plasma
7d3u,Gram-pos. inner
7sf8,Eykaryo. plasma
6nt6,Endoplasm. reticulum
3dzm,Gram-neg. outer
7p34,Gram-neg. inner
7oix,Eykaryo. plasma
7ewl,Eykaryo. plasma
4bgn,Gram-pos. inner
6vyh,Eykaryo. plasma
6bqr,Eykaryo. plasma
4m64,Gram-neg. inner
6pwc,Eykaryo. plasma
6u9v,Eykaryo. plasma
4pgr,Gram-pos. inner
5xls,Gram-neg. inner
6yuz,Eykaryo. plasma
6ymy,Mitochon. inner
5tcq,Gram-neg. outer
6leo,Eykaryo. plasma
6mhy,Eykaryo. plasma
5zug,Gram-neg. inner
6du8,Eykaryo. plasma
2nwl,Archaebac.
7rh9,Eykaryo. plasma
3fid,Gram-neg. outer
3x29,Eykaryo. plasma
5osa,Eykaryo. plasma
6ehf,Gram-neg. outer
2ksd,Gram-neg. inner
6ryo,Gram-pos. inner
6btm,Gram-neg. inner
7m33,Gram-pos. inner
6tmh,Mitochon. inner
3v5u,Archaebac.
2zqp,Gram-neg. inner
2n7r,Eykaryo. plasma
4aui,Gram-neg. outer
1p49,Endoplasm. reticulum
5edl,Gram-pos. inner
5bz2,Gram-neg. inner
6xiw,Eykaryo. plasma
6n51,Eykaryo. plasma
6lyp,Mitochon. inner
4rdr,Gram-neg. outer
5uiw,Eykaryo. plasma
2na7,Eykaryo. plasma
5u70,Eykaryo. plasma
5nup,Gram-neg. outer
2lop,Mitochon. inner
7nib,Gram-neg. inner
6ebu,Gram-neg. inner
7x20,Eykaryo. plasma
4huq,Gram-pos. inner
6wvd,Endoplasm. reticulum
5zih,Eykaryo. plasma
4yl3,Endoplasm. reticulum
6gyh,Eykaryo. plasma
6oqr,Gram-neg. inner
6fuf,Eykaryo. plasma
7d06,Gram-neg. inner
1yc9,Gram-neg. outer
6kfq,Gram-pos. inner
5ldw,Mitochon. inner
5d0y,Gram-pos. inner
7piv,Eykaryo. plasma
6tko,Eykaryo. plasma
6yez,Thylakoid
2kdc,Gram-neg. inner
6jxr,Eykaryo. plasma
4zwj,Eykaryo. plasma
7ckr,Eykaryo. plasma
6o3c,Eykaryo. plasma
6o58,Mitochon. inner
7czl,Thylakoid
1zcd,Gram-neg. inner
7pi0,Thylakoid
3zk1,Gram-neg. inner
3tij,Gram-neg. inner
5xsy,Eykaryo. plasma
2oar,Gram-pos. inner
1vgo,Archaebac.
5o0t,Gram-neg. inner
4lz6,Gram-pos. inner
6zmq,Gram-neg. inner
6k1h,Gram-neg. inner
7s5t,Eykaryo. plasma
6cxh,Gram-neg. inner
1iij,Eykaryo. plasma
7cz5,Eykaryo. plasma
6lm1,Gram-neg. inner
5dn6,Gram-neg. inner
3hzq,Gram-pos. inner
6me7,Eykaryo. plasma
5f15,Gram-neg. inner
7oiu,Gram-neg. outer
6wv8,Endoplasm. reticulum
7qkr,Eykaryo. plasma
2mpn,Gram-neg. inner
8apa,Mitochon. inner
3wi4,Gram-neg. outer
6rx4,Gram-neg. inner
1yew,Gram-neg. inner
6l35,Thylakoid
7m1u,Archaebac.
4nv6,Gram-neg. inner
6cvl,Gram-neg. inner
6akg,Eykaryo. plasma
6x89,Mitochon. inner
1wu0,Gram-pos. inner
4phu,Eykaryo. plasma
5da0,Gram-neg. inner
2xow,Gram-neg. inner
7qvm,Eykaryo. plasma
7ddq,Gram-neg. inner
4lep,Gram-neg. inner
2k1a,Eykaryo. plasma
4hw9,Gram-neg. inner
6kkt,Eykaryo. plasma
1m0l,Archaebac.
5sv9,Eykaryo. plasma
6x58,Gram-neg. inner
6vej,Gram-neg. inner
2por,Gram-neg. outer
5h35,Archaebac.
5ax0,Eykaryo. plasma
6y7f,Endoplasm. reticulum
3j45,Gram-neg. inner
4wis,Eykaryo. plasma
7npw,Eykaryo. plasma
7en0,Eykaryo. plasma
2qi9,Gram-neg. inner
6wj6,Thylakoid
2grx,Gram-neg. outer
6r6b,Gram-neg. inner
5o9h,Eykaryo. plasma
7f9y,Eykaryo. plasma
1uaz,Archaebac.
5h1r,Eykaryo. plasma
6kac,Thylakoid
6lmt,Eykaryo. plasma
5xte,Mitochon. inner
7zgx,Gram-neg. outer
6sln,Gram-neg. outer
4ezc,Eykaryo. plasma
5azb,Gram-neg. inner
3csl,Gram-neg. outer
7ph8,Eykaryo. plasma
6ith,Eykaryo. plasma
2l2t,Eykaryo. plasma
1ldf,Gram-neg. inner
4mnd,Archaebac.
6lkn,Endoplasm. reticulum
3hd7,Eykaryo. plasma
6jfy,Eykaryo. plasma
7kyo,Gram-pos. inner
6caa,Eykaryo. plasma
3j1z,Gram-neg. inner
3qnq,Gram-pos. inner
6c5w,Mitochon. inner
5wq8,Gram-neg. outer
2wwb,Endoplasm. reticulum
2mv6,Eykaryo. plasma
2mfr,Eykaryo. plasma
6w98,Gram-pos. inner
6a70,Eykaryo. plasma
7xat,Eykaryo. plasma
3chx,Gram-neg. inner
7jgb,Gram-pos. inner
4e1s,Gram-neg. outer
7p2p,Endoplasm. reticulum
7t6t,Eykaryo. plasma
2zxe,Eykaryo. plasma
2l8s,Eykaryo. plasma
7vu5,Eykaryo. plasma
6iww,Gram-neg. inner
7wq3,Eykaryo. plasma
7ng8,Gram-neg. outer
6h59,Gram-pos. inner
4qtn,Gram-neg. inner
7qba,Gram-neg. inner
6w25,Eykaryo. plasma
5yw7,Eykaryo. plasma
6is6,Archaebac.
1nek,Gram-neg. inner
8crt,Eykaryo. plasma
5zji,Thylakoid
3b8e,Eykaryo. plasma
6fvq,Gram-neg. inner
2h88,Mitochon. inner
6uks,Mitochon. inner
2k9p,Eykaryo. plasma
6g9o,Eykaryo. plasma
3ne5,Gram-neg. inner
6q9e,Mitochon. inner
3bs0,Gram-neg. outer
7sk2,Eykaryo. plasma
5xar,Gram-neg. inner
1jo5,Thylakoid
7wsm,Eykaryo. plasma
7met,Gram-neg. inner
4j9u,Gram-neg. inner
6pis,Eykaryo. plasma
6ol9,Eykaryo. plasma
7stl,Eykaryo. plasma
5i20,Gram-neg. inner
6nwf,Gram-neg. inner
5guw,Gram-neg. inner
6tmj,Mitochon. inner
3waj,Archaebac.
1fjk,Endoplasm. reticulum
4kfm,Eykaryo. plasma
2qom,Gram-neg. outer
5z62,Mitochon. inner
7s9y,Gram-neg. inner
7nh9,Gram-neg. inner
4uis,Eykaryo. plasma
4fqe,Gram-neg. outer
3rqw,Gram-neg. inner
2gfp,Gram-neg. inner
4wav,Archaebac.
5lcb,Gram-neg. inner
7cfm,Eykaryo. plasma
4f4c,Eykaryo. plasma
2xut,Gram-neg. inner
1afo,Eykaryo. plasma
2bs2,Gram-neg. inner
7xmt,Eykaryo. plasma
7pqd,Gram-neg. inner
6giq,Mitochon. inner
2jp3,Eykaryo. plasma
2k9y,Eykaryo. plasma
3bcc,Mitochon. inner
7dtw,Eykaryo. plasma
5zgg,Eykaryo. plasma
7vl8,Eykaryo. plasma
2qks,Gram-neg. inner
6qc6,Mitochon. inner
5xu1,Gram-pos. inner
7d7r,Eykaryo. plasma
3v3c,Thylakoid
6m49,Endoplasm. reticulum
5lil,Gram-neg. inner
2ynk,Gram-neg. outer
3rfu,Gram-neg. inner
5eke,Gram-neg. inner
2rmz,Eykaryo. plasma
7w0n,Eykaryo. plasma
4aip,Gram-neg. outer
1jb0,Thylakoid
7sa3,Thylakoid
7lg1,Eykaryo. plasma
3ddl,Gram-neg. inner
4c00,Gram-neg. outer
3um7,Eykaryo. plasma
3pgs,Gram-neg. outer
5hk1,Endoplasm. reticulum
4cz8,Archaebac.
6vd7,Eykaryo. plasma
3k07,Gram-neg. inner
7spc,Gram-neg. outer
7bvc,Gram-pos. inner
5tsa,Gram-neg. inner
2m3e,Eykaryo. plasma
7wu3,Eykaryo. plasma
3am6,Eykaryo. plasma
4ysx,Mitochon. inner
7s3d,Thylakoid
5iva,Gram-neg. outer
6ftj,Endoplasm. reticulum
6xqn,Mitochon. inner
6d6t,Eykaryo. plasma
2hdi,Gram-neg. outer
6t1z,Gram-pos. inner
6wb9,Endoplasm. reticulum
2mic,Eykaryo. plasma
5m87,Gram-pos. inner
6wk5,Gram-pos. inner
2k1k,Eykaryo. plasma
7wfe,Thylakoid
7deg,Gram-neg. inner
1oqw,Gram-neg. inner
6a2j,Gram-pos. inner
6m04,Eykaryo. plasma
6k41,Eykaryo. plasma
6kmw,Thylakoid
6gci,Mitochon. inner
6z5r,Thylakoid
6ytl,Eykaryo. plasma
6ffi,Eykaryo. plasma
7mbz,Gram-neg. inner
6jnf,Mitochon. outer
7tyx,Eykaryo. plasma
4jq6,Gram-neg. inner
6cfw,Archaebac.
6ei3,Gram-neg. inner
6lmv,Eykaryo. plasma
5fl7,Mitochon. inner
6n3q,Endoplasm. reticulum
3tx3,Gram-neg. inner
5azd,Gram-neg. inner
2iwv,Gram-neg. outer
7miy,Eykaryo. plasma
5kbw,Gram-neg. inner
4hzu,Gram-pos. inner
6o72,Eykaryo. plasma
3tgu,Mitochon. inner
6vpv,Thylakoid
2qjy,Gram-neg. inner
7rja,Mitochon. inner
7cr0,Eykaryo. plasma
4kpp,Archaebac.
1ors,Archaebac.
4tqu,Gram-neg. inner
7d6x,Gram-pos. inner
4r0c,Gram-neg. inner
5jwy,Gram-neg. inner
7c9r,Thylakoid
4b2q,Mitochon. inner
