pdbid,label
5svj,Eykaryo. plasma
7a46,Gram-neg. inner
7rtu,Eykaryo. plasma
5iva,Gram-neg. outer
6dlz,Eykaryo. plasma
6s7p,Eykaryo. plasma
6du8,Eykaryo. plasma
7rtw,Eykaryo. plasma
1uaz,Archaebac.
5oek,Eykaryo. plasma
2ka2,Mitochon. outer
6ffi,Eykaryo. plasma
6vk9,Gram-neg. inner
4tkr,Gram-pos. inner
3j7r,Endoplasm. reticulum
7d99,Eykaryo. plasma
6ak3,Eykaryo. plasma
6vyh,Eykaryo. plasma
5v8k,Gram-pos. inner
4fc4,Gram-neg. inner
7pgi,Gram-neg. inner
7cqk,Endoplasm. reticulum
2yiu,Gram-neg. inner
6d6t,Eykaryo. plasma
2grx,Gram-neg. outer
6rko,Gram-neg. inner
2klu,Eykaryo. plasma
3ne2,Archaebac.
4l6r,Eykaryo. plasma
6tpk,Eykaryo. plasma
6cjt,Gram-neg. inner
7d06,Gram-neg. inner
7o3j,Gram-neg. outer
7drt,Eykaryo. plasma
2k74,Gram-neg. inner
5b58,Gram-neg. inner
6e9n,Gram-neg. inner
6a69,Eykaryo. plasma
1rkl,Endoplasm. reticulum
6tmj,Mitochon. inner
6gci,Mitochon. inner
7n6q,Endoplasm. reticulum
5nik,Gram-neg. inner
7c9r,Thylakoid
4tqu,Gram-neg. inner
6sln,Gram-neg. outer
6g9x,Gram-neg. inner
6lmv,Eykaryo. plasma
2mlh,Gram-neg. outer
4bem,Gram-pos. inner
1q16,Gram-neg. inner
3j7q,Endoplasm. reticulum
6eyu,Archaebac.
4or2,Eykaryo. plasma
6csm,Eykaryo. plasma
6z0i,Eykaryo. plasma
6bug,Gram-pos. inner
6lyp,Mitochon. inner
5hk1,Endoplasm. reticulum
3qf4,Gram-neg. inner
6vn7,Eykaryo. plasma
6lod,Gram-neg. inner
4av3,Gram-neg. inner
6adq,Gram-pos. inner
6rw3,Eykaryo. plasma
5u1d,Endoplasm. reticulum
3dh4,Gram-neg. inner
3gia,Archaebac.
4f4l,Gram-neg. inner
6wxr,Eykaryo. plasma
2erv,Gram-neg. outer
6v3f,Endoplasm. reticulum
7cff,Gram-neg. inner
3tds,Gram-pos. inner
6ukn,Eykaryo. plasma
2qts,Eykaryo. plasma
3hzq,Gram-pos. inner
6leo,Eykaryo. plasma
6td6,Eykaryo. plasma
2z5x,Mitochon. outer
2w5j,Thylakoid
6wb9,Endoplasm. reticulum
6x0o,Gram-pos. inner
7waw,Gram-neg. inner
6wv3,Endoplasm. reticulum
7eib,Eykaryo. plasma
5jwy,Gram-neg. inner
2lat,Endoplasm. reticulum
2e74,Thylakoid
6qam,Gram-neg. outer
4bum,Mitochon. outer
3d31,Archaebac.
6m17,Eykaryo. plasma
3mp7,Archaebac.
7jgb,Gram-pos. inner
6x58,Gram-neg. inner
6h8k,Mitochon. inner
4ymu,Gram-pos. inner
7kc4,Eykaryo. plasma
3v3c,Thylakoid
6i1x,Gram-neg. outer
6l35,Thylakoid
6lw5,Eykaryo. plasma
6ymy,Mitochon. inner
2na8,Eykaryo. plasma
1dxr,Thylakoid
5ayn,Gram-neg. inner
7cgp,Mitochon. inner
7dl9,Gram-neg. inner
2ahy,Gram-pos. inner
7jrg,Mitochon. inner
6lyr,Gram-neg. outer
6rx4,Gram-neg. inner
6l6p,Eykaryo. plasma
6v1q,Eykaryo. plasma
6m34,Archaebac.
6l47,Endoplasm. reticulum
5iws,Gram-pos. inner
1xrd,Thylakoid
6zdb,Mitochon. inner
6fok,Gram-neg. outer
3hd6,Eykaryo. plasma
7ojf,Gram-neg. outer
5mrw,Gram-neg. inner
5xmj,Gram-neg. inner
4gc0,Gram-neg. inner
7k15,Eykaryo. plasma
6kac,Thylakoid
3chx,Gram-neg. inner
5mlz,Archaebac.
4kjs,Gram-pos. inner
5cbg,Gram-pos. inner
4hw9,Gram-neg. inner
1qjp,Gram-neg. outer
5uld,Gram-neg. inner
7p5c,Eykaryo. plasma
5llu,Eykaryo. plasma
6k7g,Endoplasm. reticulum
7jsj,Eykaryo. plasma
5n9y,Gram-neg. inner
5a40,Gram-neg. inner
1zrt,Gram-neg. inner
2wwb,Endoplasm. reticulum
2n7r,Eykaryo. plasma
7cad,Gram-pos. inner
6su3,Gram-pos. inner
6ww2,Eykaryo. plasma
4yuu,Thylakoid
6wtw,Gram-pos. inner
2nwl,Archaebac.
4epa,Gram-neg. outer
6fwf,Gram-neg. inner
6lvf,Gram-neg. inner
7ph8,Eykaryo. plasma
7p16,Eykaryo. plasma
6pw4,Eykaryo. plasma
6f7h,Eykaryo. plasma
7xtb,Eykaryo. plasma
5y50,Eykaryo. plasma
4j9u,Gram-neg. inner
6a2j,Gram-pos. inner
3m73,Gram-neg. inner
8ef5,Eykaryo. plasma
6u0o,Gram-pos. inner
5gli,Eykaryo. plasma
5azs,Gram-neg. outer
5cfb,Eykaryo. plasma
3spc,Eykaryo. plasma
3tij,Gram-neg. inner
4j3o,Gram-neg. outer
6oht,Endoplasm. reticulum
1fft,Gram-neg. inner
2cfp,Gram-neg. inner
6x89,Mitochon. inner
5oyk,Gram-neg. outer
2hi7,Gram-neg. inner
5v6p,Endoplasm. reticulum
6jfy,Eykaryo. plasma
1eys,Thylakoid
5i20,Gram-neg. inner
1q90,Thylakoid
2h8a,Endoplasm. reticulum
6eu6,Gram-neg. inner
6c3o,Eykaryo. plasma
5or1,Gram-neg. outer
3gp6,Gram-neg. outer
4z3n,Gram-neg. inner
6ftj,Endoplasm. reticulum
7vl9,Eykaryo. plasma
1orq,Archaebac.
6o3c,Eykaryo. plasma
3qq2,Gram-neg. outer
7jic,Eykaryo. plasma
1p4t,Gram-neg. outer
6dmy,Eykaryo. plasma
5cxv,Eykaryo. plasma
1xio,Gram-neg. inner
6qti,Mitochon. inner
7pij,Gram-pos. inner
4aq9,Eykaryo. plasma
1l7v,Gram-neg. inner
6coy,Eykaryo. plasma
2jln,Gram-pos. inner
7stl,Eykaryo. plasma
5x3x,Gram-neg. inner
2kog,Eykaryo. plasma
2qom,Gram-neg. outer
3c02,Eykaryo. plasma
4gey,Gram-neg. outer
7btw,Mitochon. outer
3ne5,Gram-neg. inner
5n6m,Gram-neg. inner
1ijd,Thylakoid
5o65,Gram-neg. outer
6s3l,Gram-neg. inner
7nyh,Gram-neg. inner
2lck,Mitochon. inner
2na7,Eykaryo. plasma
1jb0,Thylakoid
3s8g,Gram-neg. inner
3qe7,Gram-neg. inner
3dwo,Gram-neg. outer
7cae,Gram-pos. inner
6mit,Gram-neg. inner
7x20,Eykaryo. plasma
6g9o,Eykaryo. plasma
2lon,Mitochon. inner
3aqp,Gram-neg. inner
7ck6,Mitochon. outer
8ap9,Mitochon. inner
4us3,Gram-pos. inner
5b57,Gram-neg. inner
6lkn,Endoplasm. reticulum
4aps,Gram-pos. inner
6hcy,Eykaryo. plasma
7w6k,Eykaryo. plasma
5u1x,Eykaryo. plasma
5i6c,Eykaryo. plasma
5jnq,Gram-pos. inner
5twv,Eykaryo. plasma
4ev6,Archaebac.
3b60,Gram-neg. inner
3wi4,Gram-neg. outer
2hyd,Gram-pos. inner
7o0w,Gram-neg. inner
5gko,Gram-neg. inner
6wvg,Eykaryo. plasma
3vmt,Gram-pos. inner
2jp3,Eykaryo. plasma
3hb3,Gram-neg. inner
7efo,Gram-neg. inner
5o5e,Endoplasm. reticulum
7vh5,Eykaryo. plasma
3v89,Gram-neg. outer
2na6,Eykaryo. plasma
4hzu,Gram-pos. inner
2mts,Endoplasm. reticulum
5bz2,Gram-neg. inner
5xpd,Eykaryo. plasma
5kbt,Eykaryo. plasma
6c5w,Mitochon. inner
5ldv,Gram-neg. outer
6yv7,Archaebac.
5xnl,Thylakoid
6sh3,Mitochon. inner
4zp0,Gram-neg. inner
4grv,Eykaryo. plasma
2hdi,Gram-neg. outer
6uun,Eykaryo. plasma
7uhg,Eykaryo. plasma
6r2q,Gram-neg. outer
6lo8,Mitochon. inner
2l16,Gram-pos. inner
4uis,Eykaryo. plasma
2mgy,Mitochon. outer
4umv,Gram-neg. inner
5f15,Gram-neg. inner
6cfw,Archaebac.
5d0y,Gram-pos. inner
6z16,Gram-pos. inner
4ry2,Gram-pos. inner
5zkp,Eykaryo. plasma
4rp8,Gram-neg. inner
6lum,Gram-pos. inner
5k7l,Eykaryo. plasma
6m02,Eykaryo. plasma
6p9x,Eykaryo. plasma
6zmq,Gram-neg. inner
7op3,Endoplasm. reticulum
7mbx,Eykaryo. plasma
7m93,Endoplasm. reticulum
7mjs,Eykaryo. plasma
5zaz,Eykaryo. plasma
7s3d,Thylakoid
6b3r,Eykaryo. plasma
1a91,Gram-neg. inner
7f16,Eykaryo. plasma
1zcd,Gram-neg. inner
5z62,Mitochon. inner
3ayf,Gram-pos. inner
5wln,Gram-neg. inner
6bfg,Gram-neg. inner
6cq8,Eykaryo. plasma
3cx5,Mitochon. inner
5oc9,Eykaryo. plasma
7e9h,Eykaryo. plasma
1qle,Gram-neg. inner
7kyo,Gram-pos. inner
3zuy,Gram-neg. inner
7d5i,Gram-pos. inner
4y7j,Archaebac.
6cb2,Gram-neg. inner
5zov,Gram-neg. inner
6l3t,Eykaryo. plasma
7czl,Thylakoid
1mhs,Eykaryo. plasma
2lom,Mitochon. inner
6v1y,Eykaryo. plasma
6so5,Endoplasm. reticulum
8d3u,Eykaryo. plasma
5yq7,Gram-neg. inner
6lke,Mitochon. outer
7egk,Gram-neg. inner
7s8l,Eykaryo. plasma
8apa,Mitochon. inner
6ibb,Eykaryo. plasma
5nup,Gram-neg. outer
1kqf,Gram-neg. inner
5xj5,Gram-neg. inner
7d5q,Gram-pos. inner
4zr1,Endoplasm. reticulum
4aui,Gram-neg. outer
6oce,Eykaryo. plasma
7dtd,Eykaryo. plasma
6vd7,Eykaryo. plasma
4ayt,Mitochon. inner
2m59,Eykaryo. plasma
5tcx,Eykaryo. plasma
2yev,Gram-neg. inner
6jpf,Eykaryo. plasma
7kka,Gram-neg. inner
4bgn,Gram-pos. inner
3t9n,Gram-pos. inner
6ehf,Gram-neg. outer
4k3b,Gram-neg. outer
6kuw,Eykaryo. plasma
6uiv,Eykaryo. plasma
7e4i,Mitochon. outer
5x33,Eykaryo. plasma
5nj3,Eykaryo. plasma
3wu2,Thylakoid
6iyc,Eykaryo. plasma
2y0h,Gram-neg. outer
6cxh,Gram-neg. inner
2mi2,Gram-neg. inner
4n6h,Eykaryo. plasma
6lcp,Eykaryo. plasma
2q7r,Endoplasm. reticulum
7jrp,Mitochon. inner
3sn6,Eykaryo. plasma
5f1c,Eykaryo. plasma
4ryi,Gram-pos. inner
6ehb,Gram-neg. outer
7myz,Eykaryo. plasma
5kua,Gram-neg. inner
6s7v,Gram-pos. inner
6ksp,Eykaryo. plasma
2o4v,Gram-neg. outer
7tx6,Eykaryo. plasma
5zlg,Eykaryo. plasma
6qc6,Mitochon. inner
5oc0,Gram-neg. inner
6o84,Eykaryo. plasma
7r0w,Thylakoid
3fid,Gram-neg. outer
6gv9,Gram-neg. inner
7xw5,Eykaryo. plasma
1kf6,Gram-neg. inner
4wis,Eykaryo. plasma
5xar,Gram-neg. inner
6kkt,Eykaryo. plasma
5vms,Eykaryo. plasma
5y4o,Gram-neg. inner
7xtc,Eykaryo. plasma
5da0,Gram-neg. inner
6vx7,Eykaryo. plasma
7d3u,Gram-pos. inner
2kdc,Gram-neg. inner
5gjv,Eykaryo. plasma
6w2y,Eykaryo. plasma
7czb,Endoplasm. reticulum
7dd5,Eykaryo. plasma
6sni,Endoplasm. reticulum
6is6,Archaebac.
7qhm,Gram-pos. inner
4j72,Gram-neg. inner
7wwb,Eykaryo. plasma
7cfm,Eykaryo. plasma
6s3r,Gram-neg. inner
4qtn,Gram-neg. inner
6fj3,Eykaryo. plasma
4cg5,Endoplasm. reticulum
3rbh,Gram-neg. outer
5vre,Gram-neg. inner
2l2t,Eykaryo. plasma
4mnd,Archaebac.
6me7,Eykaryo. plasma
6igz,Thylakoid
5ywy,Eykaryo. plasma
2lzr,Gram-neg. inner
7miy,Eykaryo. plasma
6zy2,Gram-neg. inner
7mbz,Gram-neg. inner
6cm4,Eykaryo. plasma
3zk1,Gram-neg. inner
5oyb,Eykaryo. plasma
5iwk,Eykaryo. plasma
2mfr,Eykaryo. plasma
1afo,Eykaryo. plasma
4cz8,Archaebac.
6rtc,Eykaryo. plasma
6g7o,Endoplasm. reticulum
2qks,Gram-neg. inner
6btm,Gram-neg. inner
7vor,Gram-neg. inner
7tuy,Eykaryo. plasma
6w6m,Gram-neg. outer
7wfe,Thylakoid
1rh5,Archaebac.
6tej,Gram-pos. inner
6ov2,Eykaryo. plasma
4b7o,Gram-neg. outer
7dr0,Thylakoid
7lhv,Eykaryo. plasma
6hwh,Gram-pos. inner
7wu3,Eykaryo. plasma
6iz4,Endoplasm. reticulum
4d51,Gram-neg. outer
7p34,Gram-neg. inner
7oix,Eykaryo. plasma
7shf,Eykaryo. plasma
6vwx,Gram-pos. inner
7cz5,Eykaryo. plasma
6bqr,Eykaryo. plasma
7php,Gram-neg. inner
6pwc,Eykaryo. plasma
6n1g,Eykaryo. plasma
2k3m,Gram-pos. inner
6ki1,Gram-neg. inner
7d61,Eykaryo. plasma
6zka,Mitochon. inner
2k0l,Gram-neg. outer
6lfl,Eykaryo. plasma
5zih,Eykaryo. plasma
7cye,Gram-neg. inner
5xjm,Eykaryo. plasma
3ldc,Archaebac.
7fh1,Eykaryo. plasma
2gr7,Gram-neg. outer
5ax0,Eykaryo. plasma
5osa,Eykaryo. plasma
2vqi,Gram-neg. outer
3k3f,Gram-neg. inner
5m87,Gram-pos. inner
5iji,Gram-neg. inner
1tly,Gram-neg. outer
7rja,Mitochon. inner
3v5u,Archaebac.
3rce,Gram-neg. inner
2n7i,Eykaryo. plasma
4e1s,Gram-neg. outer
1p49,Endoplasm. reticulum
6h59,Gram-pos. inner
6iww,Gram-neg. inner
6ksw,Eykaryo. plasma
6qd5,Eykaryo. plasma
3bcc,Mitochon. inner
3ohn,Gram-neg. outer
5xjy,Eykaryo. plasma
4xe5,Eykaryo. plasma
5wua,Eykaryo. plasma
3kvn,Gram-neg. outer
5lnk,Mitochon. inner
7nib,Gram-neg. inner
4qnd,Gram-neg. inner
7wjm,Eykaryo. plasma
6ryo,Gram-pos. inner
8djk,Endoplasm. reticulum
6mmr,Eykaryo. plasma
4yl3,Endoplasm. reticulum
6gyh,Eykaryo. plasma
5dn6,Gram-neg. inner
5z1f,Eykaryo. plasma
5khs,Gram-neg. inner
5t3r,Gram-neg. outer
2mmu,Gram-pos. inner
7clv,Mitochon. inner
6zhg,Gram-pos. inner
7t9i,Eykaryo. plasma
6tko,Eykaryo. plasma
6k61,Thylakoid
4hfi,Gram-neg. inner
6pv7,Eykaryo. plasma
5af1,Eykaryo. plasma
4dkl,Eykaryo. plasma
6i9k,Eykaryo. plasma
6xqn,Mitochon. inner
6ijj,Thylakoid
2vpz,Gram-neg. inner
7coy,Thylakoid
7nyr,Gram-neg. inner
2l6x,Gram-neg. inner
5nam,Eykaryo. plasma
6t1z,Gram-pos. inner
3s0x,Archaebac.
6ye4,Gram-neg. inner
3wo7,Gram-pos. inner
4xyd,Gram-neg. inner
7nh9,Gram-neg. inner
7nqk,Eykaryo. plasma
6cvl,Gram-neg. inner
1iij,Eykaryo. plasma
7bu6,Eykaryo. plasma
4r0c,Gram-neg. inner
3hfx,Gram-neg. inner
6f2g,Gram-pos. inner
5oqk,Eykaryo. plasma
6xxe,Gram-neg. inner
7ezz,Gram-neg. outer
7cyn,Endoplasm. reticulum
7e87,Eykaryo. plasma
6ly9,Gram-neg. inner
6d7w,Mitochon. inner
3prn,Gram-neg. outer
4qnc,Gram-neg. inner
6vej,Gram-neg. inner
6yez,Thylakoid
7m1u,Archaebac.
5mg3,Gram-neg. inner
6xxd,Gram-neg. inner
6n51,Eykaryo. plasma
6ynw,Mitochon. inner
2kv5,Gram-pos. inner
4pir,Eykaryo. plasma
3din,Gram-neg. inner
6iok,Gram-neg. inner
7qvm,Eykaryo. plasma
4o9p,Gram-neg. inner
5x41,Gram-neg. inner
2k1a,Eykaryo. plasma
1yew,Gram-neg. inner
6u9v,Eykaryo. plasma
1h2s,Archaebac.
5sy1,Eykaryo. plasma
2qfi,Gram-neg. inner
3kly,Gram-neg. inner
7spc,Gram-neg. outer
5guf,Archaebac.
3jad,Eykaryo. plasma
6y7f,Endoplasm. reticulum
5eke,Gram-neg. inner
2mic,Eykaryo. plasma
7f56,Eykaryo. plasma
7bc6,Eykaryo. plasma
7mdc,Gram-neg. inner
6pnj,Thylakoid
1uyn,Gram-neg. outer
5tv4,Gram-neg. inner
5o9h,Eykaryo. plasma
7epc,Eykaryo. plasma
2b2f,Archaebac.
5h1r,Eykaryo. plasma
6kmw,Thylakoid
6xiw,Eykaryo. plasma
5och,Mitochon. inner
7ng8,Gram-neg. outer
4mee,Gram-neg. outer
4ezc,Eykaryo. plasma
5x5y,Gram-neg. inner
5wq7,Gram-neg. outer
7rh9,Eykaryo. plasma
6nhw,Eykaryo. plasma
2hac,Eykaryo. plasma
5xls,Gram-neg. inner
4tq4,Archaebac.
6mlu,Endoplasm. reticulum
2w2e,Eykaryo. plasma
6ob7,Eykaryo. plasma
4lz6,Gram-pos. inner
6caa,Eykaryo. plasma
6nhh,Gram-neg. inner
5d92,Gram-pos. inner
6x4s,Mitochon. inner
4rlc,Gram-neg. outer
6nt6,Endoplasm. reticulum
3x29,Eykaryo. plasma
4ntj,Eykaryo. plasma
7m33,Gram-pos. inner
5zsu,Eykaryo. plasma
7xat,Eykaryo. plasma
6m96,Gram-neg. inner
5doq,Gram-pos. inner
3jqo,Gram-neg. outer
7wld,Endoplasm. reticulum
7pd4,Eykaryo. plasma
2zxe,Eykaryo. plasma
4djh,Eykaryo. plasma
7vu5,Eykaryo. plasma
7abw,Gram-neg. inner
7tyx,Eykaryo. plasma
5fp2,Gram-neg. outer
2x2v,Gram-pos. inner
7cg4,Gram-neg. inner
6k6k,Gram-neg. inner
6ytl,Eykaryo. plasma
5yw7,Eykaryo. plasma
6gux,Archaebac.
2xow,Gram-neg. inner
8crt,Eykaryo. plasma
4ri2,Thylakoid
5ksd,Eykaryo. plasma
1p7b,Gram-neg. inner
6o58,Mitochon. inner
7aqq,Mitochon. inner
2k9p,Eykaryo. plasma
6g1k,Eykaryo. plasma
3tui,Gram-neg. inner
6za9,Mitochon. inner
1qd6,Gram-neg. outer
7s5t,Eykaryo. plasma
5hk7,Gram-neg. inner
6zzx,Thylakoid
7wsm,Eykaryo. plasma
6ows,Gram-neg. inner
2ksf,Gram-neg. inner
6pis,Eykaryo. plasma
6iql,Eykaryo. plasma
7qp9,Eykaryo. plasma
2yvx,Gram-neg. inner
7sgr,Gram-neg. inner
2j7a,Gram-neg. inner
6b2z,Mitochon. inner
3waj,Archaebac.
1fjk,Endoplasm. reticulum
2lzl,Eykaryo. plasma
2f1v,Gram-neg. outer
7ar9,Mitochon. inner
1c17,Gram-neg. inner
6nwf,Gram-neg. inner
5ctg,Eykaryo. plasma
6h3i,Gram-neg. outer
5wuf,Gram-neg. inner
7f02,Gram-neg. inner
5wud,Archaebac.
5guw,Gram-neg. inner
7jjo,Eykaryo. plasma
2lnl,Eykaryo. plasma
4q2e,Gram-neg. inner
2z73,Eykaryo. plasma
1yce,Gram-neg. inner
7xna,Eykaryo. plasma
7p2y,Gram-neg. inner
4c9g,Mitochon. inner
2k9y,Eykaryo. plasma
3hd7,Eykaryo. plasma
4ysx,Mitochon. inner
6zbv,Eykaryo. plasma
5zgg,Eykaryo. plasma
7piv,Eykaryo. plasma
5l22,Gram-neg. inner
6dnf,Mitochon. inner
6fmx,Gram-pos. inner
7cj3,Eykaryo. plasma
4kt0,Thylakoid
7k0l,Endoplasm. reticulum
7deg,Gram-neg. inner
5fok,Gram-neg. outer
1u7g,Gram-neg. inner
2vl0,Gram-neg. inner
2rmz,Eykaryo. plasma
7dcv,Eykaryo. plasma
2lhf,Gram-neg. outer
3pl9,Thylakoid
7f4v,Thylakoid
7ji3,Eykaryo. plasma
6mi8,Gram-neg. inner
1a0s,Gram-neg. outer
2lly,Eykaryo. plasma
4n4r,Gram-neg. outer
5v7p,Endoplasm. reticulum
4pxk,Archaebac.
6mie,Eykaryo. plasma
2bbj,Gram-neg. inner
6gie,Gram-neg. outer
5xu1,Gram-pos. inner
6rbg,Gram-neg. inner
4g80,Eykaryo. plasma
7qn9,Eykaryo. plasma
3am6,Eykaryo. plasma
6zg7,Mitochon. inner
7ew6,Thylakoid
2mpr,Gram-neg. outer
7c77,Endoplasm. reticulum
7jro,Mitochon. inner
6ddf,Eykaryo. plasma
4q79,Gram-neg. outer
6xjh,Gram-pos. inner
6ww7,Endoplasm. reticulum
3j9p,Eykaryo. plasma
7tcg,Gram-pos. inner
7vlx,Gram-pos. inner
2k1k,Eykaryo. plasma
1rwt,Thylakoid
1ldf,Gram-neg. inner
3mk7,Gram-neg. inner
6tqe,Gram-pos. inner
6m04,Eykaryo. plasma
6pzt,Eykaryo. plasma
6z5r,Thylakoid
6q9e,Mitochon. inner
7eu3,Thylakoid
6ytx,Eykaryo. plasma
4phu,Eykaryo. plasma
4jq6,Gram-neg. inner
5o8o,Mitochon. outer
7py4,Eykaryo. plasma
4hg6,Gram-neg. inner
6nav,Archaebac.
5azb,Gram-neg. inner
6ko5,Eykaryo. plasma
4wz7,Mitochon. inner
6i6h,Endoplasm. reticulum
2ita,Gram-neg. inner
6f0k,Gram-neg. inner
4y25,Gram-neg. outer
7lzh,Eykaryo. plasma
3l1l,Gram-neg. inner
1wu0,Gram-pos. inner
6o72,Eykaryo. plasma
5ldw,Mitochon. inner
6zxa,Thylakoid
4x5m,Gram-neg. inner
4myc,Mitochon. inner
7d7r,Eykaryo. plasma
4kpp,Archaebac.
1ors,Archaebac.
2gfp,Gram-neg. inner
6wk5,Gram-pos. inner
7met,Gram-neg. inner
7w74,Gram-neg. inner
7sa3,Thylakoid
6rfr,Mitochon. inner
