pdbid,label
7f6h,Eykaryo. plasma
4aui,Gram-neg. outer
2mmu,Gram-pos. inner
6ynw,Mitochon. inner
7d76,Eykaryo. plasma
7cha,Gram-neg. inner
5xj5,Gram-neg. inner
7o0y,Gram-neg. inner
6dlz,Eykaryo. plasma
6ehf,Gram-neg. outer
6yez,Thylakoid
5tj6,Eykaryo. plasma
6lmt,Eykaryo. plasma
7l0s,Eykaryo. plasma
5x41,Gram-neg. inner
6yuz,Eykaryo. plasma
6m49,Endoplasm. reticulum
7pd4,Eykaryo. plasma
5osa,Eykaryo. plasma
2yvx,Gram-neg. inner
8e9g,Gram-pos. inner
7nyh,Gram-neg. inner
7xbw,Eykaryo. plasma
7ck6,Mitochon. outer
2ka2,Mitochon. outer
2los,Mitochon. inner
6mi8,Gram-neg. inner
7dtw,Eykaryo. plasma
6bar,Gram-neg. inner
6v81,Gram-neg. outer
7mpa,Endoplasm. reticulum
6d7w,Mitochon. inner
5guf,Archaebac.
6ye4,Gram-neg. inner
4lep,Gram-neg. inner
7e9h,Eykaryo. plasma
2mpr,Gram-neg. outer
6m96,Gram-neg. inner
5af1,Eykaryo. plasma
5zov,Gram-neg. inner
6xkz,Gram-neg. inner
7cfs,Eykaryo. plasma
4pgr,Gram-pos. inner
7nb6,Gram-neg. inner
5d0y,Gram-pos. inner
6du8,Eykaryo. plasma
7myz,Eykaryo. plasma
1uyn,Gram-neg. outer
1jo5,Thylakoid
3j08,Archaebac.
4bum,Mitochon. outer
6ko5,Eykaryo. plasma
5uen,Eykaryo. plasma
5a43,Gram-neg. inner
7lhv,Eykaryo. plasma
3rvy,Gram-neg. inner
7nvh,Gram-pos. inner
6sln,Gram-neg. outer
5azd,Gram-neg. inner
6l6p,Eykaryo. plasma
6tmj,Mitochon. inner
6fos,Thylakoid
7jrp,Mitochon. inner
5xar,Gram-neg. inner
5mdr,Gram-neg. outer
4cad,Archaebac.
2na8,Eykaryo. plasma
3mp7,Archaebac.
7ks0,Eykaryo. plasma
6qph,Thylakoid
5tcq,Gram-neg. outer
6cb2,Gram-neg. inner
3b5x,Gram-neg. inner
5wq8,Gram-neg. outer
2lzr,Gram-neg. inner
4l6r,Eykaryo. plasma
6ei3,Gram-neg. inner
4ev6,Archaebac.
6ffi,Eykaryo. plasma
4w6v,Gram-neg. inner
4tqu,Gram-neg. inner
4j7c,Gram-pos. inner
3fid,Gram-neg. outer
4jq6,Gram-neg. inner
2k1a,Eykaryo. plasma
6kzo,Eykaryo. plasma
6l85,Gram-neg. inner
4aps,Gram-pos. inner
2jp3,Eykaryo. plasma
3dh4,Gram-neg. inner
4tkr,Gram-pos. inner
4y25,Gram-neg. outer
7ddq,Gram-neg. inner
7k15,Eykaryo. plasma
2lop,Mitochon. inner
6h8k,Mitochon. inner
6b3r,Eykaryo. plasma
7c9r,Thylakoid
3gp6,Gram-neg. outer
2l6x,Gram-neg. inner
7x20,Eykaryo. plasma
2vl0,Gram-neg. inner
6z0f,Gram-pos. inner
6lvf,Gram-neg. inner
5kbt,Eykaryo. plasma
6kki,Gram-neg. inner
6vx7,Eykaryo. plasma
2onk,Archaebac.
4gx0,Gram-neg. inner
3ddl,Gram-neg. inner
2gfp,Gram-neg. inner
7p2p,Endoplasm. reticulum
5u1x,Eykaryo. plasma
6lw5,Eykaryo. plasma
7m93,Endoplasm. reticulum
7ccs,Eykaryo. plasma
2z73,Eykaryo. plasma
6pzt,Eykaryo. plasma
8djk,Endoplasm. reticulum
6fok,Gram-neg. outer
7n4x,Eykaryo. plasma
7m33,Gram-pos. inner
7cg4,Gram-neg. inner
4xk8,Thylakoid
6i1x,Gram-neg. outer
6q9e,Mitochon. inner
1xkw,Gram-neg. outer
6d6t,Eykaryo. plasma
3hd6,Eykaryo. plasma
1uaz,Archaebac.
5cxv,Eykaryo. plasma
4rl8,Gram-neg. outer
4or2,Eykaryo. plasma
2mgy,Mitochon. outer
6xjh,Gram-pos. inner
6wv3,Endoplasm. reticulum
3njt,Gram-neg. outer
6dmw,Eykaryo. plasma
6vyh,Eykaryo. plasma
4j9u,Gram-neg. inner
5c78,Gram-neg. inner
2mlh,Gram-neg. outer
6n3q,Endoplasm. reticulum
7qba,Gram-neg. inner
5u70,Eykaryo. plasma
6ve2,Gram-neg. outer
4rl9,Gram-neg. outer
3j1z,Gram-neg. inner
3wbn,Archaebac.
2l6w,Eykaryo. plasma
6wxr,Eykaryo. plasma
2nq2,Gram-neg. inner
3k07,Gram-neg. inner
5zlg,Eykaryo. plasma
7p16,Eykaryo. plasma
7xtb,Eykaryo. plasma
3jcu,Thylakoid
3nd0,Gram-neg. inner
4c9g,Mitochon. inner
2h8a,Endoplasm. reticulum
7czl,Thylakoid
6z1r,Mitochon. inner
6wv8,Endoplasm. reticulum
2ksf,Gram-neg. inner
7mew,Gram-neg. inner
5m87,Gram-pos. inner
5vms,Eykaryo. plasma
2yiu,Gram-neg. inner
7jic,Eykaryo. plasma
4hum,Gram-neg. inner
2wlk,Gram-neg. inner
6khi,Gram-neg. inner
6v3f,Endoplasm. reticulum
5wud,Archaebac.
3sn6,Eykaryo. plasma
5zsu,Eykaryo. plasma
7cr0,Eykaryo. plasma
5jsi,Gram-pos. inner
3bcc,Mitochon. inner
4zyo,Endoplasm. reticulum
7mdc,Gram-neg. inner
6xpd,Eykaryo. plasma
4j72,Gram-neg. inner
4q79,Gram-neg. outer
2l16,Gram-pos. inner
2hac,Eykaryo. plasma
3jc2,Endoplasm. reticulum
2mpn,Gram-neg. inner
3b4r,Archaebac.
3tx3,Gram-neg. inner
2k74,Gram-neg. inner
5or1,Gram-neg. outer
6so5,Endoplasm. reticulum
4gd3,Gram-neg. inner
6jbh,Gram-pos. inner
6w2y,Eykaryo. plasma
2l2t,Eykaryo. plasma
6bug,Gram-pos. inner
6vn7,Eykaryo. plasma
6wwz,Eykaryo. plasma
7lzh,Eykaryo. plasma
7c4s,Eykaryo. plasma
2b2f,Archaebac.
7jsj,Eykaryo. plasma
4dji,Gram-neg. inner
6xmp,Endoplasm. reticulum
6nwd,Gram-neg. inner
6zhg,Gram-pos. inner
2q7r,Endoplasm. reticulum
6wim,Gram-neg. outer
1zrt,Gram-neg. inner
6f7h,Eykaryo. plasma
1rh5,Archaebac.
6li9,Eykaryo. plasma
3ldc,Archaebac.
7dr0,Thylakoid
7k7a,Eykaryo. plasma
7e4i,Mitochon. outer
6wtw,Gram-pos. inner
7ddz,Eykaryo. plasma
4us3,Gram-pos. inner
1xio,Gram-neg. inner
7wff,Thylakoid
6w25,Eykaryo. plasma
6qti,Mitochon. inner
7tpg,Gram-neg. inner
4j3o,Gram-neg. outer
5zih,Eykaryo. plasma
6lo8,Mitochon. inner
6s7v,Gram-pos. inner
2bl2,Gram-pos. inner
7piv,Eykaryo. plasma
5doq,Gram-pos. inner
6fmx,Gram-pos. inner
6bwf,Eykaryo. plasma
4xyd,Gram-neg. inner
7e4g,Archaebac.
6vp0,Endoplasm. reticulum
2pil,Gram-neg. inner
6ijo,Thylakoid
7b0p,Gram-pos. inner
2grx,Gram-neg. outer
3hd7,Eykaryo. plasma
6qc6,Mitochon. inner
6hum,Gram-neg. inner
5iji,Gram-neg. inner
6gie,Gram-neg. outer
7jv5,Eykaryo. plasma
6z5r,Thylakoid
5ekq,Gram-neg. outer
2n4x,Archaebac.
5iws,Gram-pos. inner
5wln,Gram-neg. inner
3wkv,Eykaryo. plasma
7o37,Mitochon. inner
5yq7,Gram-neg. inner
7rtw,Eykaryo. plasma
5i6c,Eykaryo. plasma
7n6q,Endoplasm. reticulum
4b2q,Mitochon. inner
1yc9,Gram-neg. outer
3chx,Gram-neg. inner
4c00,Gram-neg. outer
7op3,Endoplasm. reticulum
4zwj,Eykaryo. plasma
5o78,Gram-neg. outer
1jb0,Thylakoid
7cfm,Eykaryo. plasma
6mit,Gram-neg. inner
5oqt,Gram-pos. inner
2nwl,Archaebac.
7oiu,Gram-neg. outer
1a91,Gram-neg. inner
6cnm,Eykaryo. plasma
7qp9,Eykaryo. plasma
3ux4,Gram-neg. inner
6uiv,Eykaryo. plasma
6o3c,Eykaryo. plasma
7wu3,Eykaryo. plasma
5oc9,Eykaryo. plasma
6ijj,Thylakoid
6kfq,Gram-pos. inner
1l7v,Gram-neg. inner
7xmt,Eykaryo. plasma
6iww,Gram-neg. inner
7wv9,Eykaryo. plasma
5y83,Gram-neg. inner
4wis,Eykaryo. plasma
3spc,Eykaryo. plasma
7ar9,Mitochon. inner
2o4v,Gram-neg. outer
6y7f,Endoplasm. reticulum
3kly,Gram-neg. inner
5och,Mitochon. inner
5o8o,Mitochon. outer
5xtd,Mitochon. inner
3tij,Gram-neg. inner
5hk1,Endoplasm. reticulum
6r4l,Eykaryo. plasma
7b7o,Thylakoid
3aqp,Gram-neg. inner
2cfp,Gram-neg. inner
6ds5,Endoplasm. reticulum
2xok,Mitochon. inner
5xsy,Eykaryo. plasma
6w4s,Eykaryo. plasma
5iv9,Gram-neg. outer
4nv6,Gram-neg. inner
6ezn,Endoplasm. reticulum
2l9u,Eykaryo. plasma
1m0l,Archaebac.
6rv2,Eykaryo. plasma
7pqd,Gram-neg. inner
7ckr,Eykaryo. plasma
6cxh,Gram-neg. inner
6ddf,Eykaryo. plasma
4yay,Eykaryo. plasma
2gr7,Gram-neg. outer
5vre,Gram-neg. inner
5cbg,Gram-pos. inner
4aq9,Eykaryo. plasma
4kt0,Thylakoid
6cm4,Eykaryo. plasma
1lgh,Thylakoid
7qkr,Eykaryo. plasma
7vlx,Gram-pos. inner
3jqo,Gram-neg. outer
2h88,Mitochon. inner
1afo,Eykaryo. plasma
7ezz,Gram-neg. outer
7btw,Mitochon. outer
6nhh,Gram-neg. inner
6lyr,Gram-neg. outer
5lnk,Mitochon. inner
6ys8,Gram-neg. inner
3qe7,Gram-neg. inner
7php,Gram-neg. inner
3zk1,Gram-neg. inner
5ax0,Eykaryo. plasma
7zc6,Gram-pos. inner
4umv,Gram-neg. inner
6ki1,Gram-neg. inner
3v89,Gram-neg. outer
6w98,Gram-pos. inner
1nek,Gram-neg. inner
7xw5,Eykaryo. plasma
5o9h,Eykaryo. plasma
7a24,Mitochon. inner
1fft,Gram-neg. inner
7f4v,Thylakoid
4v7i,Gram-neg. inner
3zuy,Gram-neg. inner
5mrw,Gram-neg. inner
7czb,Endoplasm. reticulum
6adq,Gram-pos. inner
6e3y,Eykaryo. plasma
7stl,Eykaryo. plasma
2ndj,Eykaryo. plasma
3jad,Eykaryo. plasma
7d3u,Gram-pos. inner
5b2g,Eykaryo. plasma
3v5u,Archaebac.
1c17,Gram-neg. inner
6igz,Thylakoid
5i20,Gram-neg. inner
5lcb,Gram-neg. inner
6hrc,Gram-neg. inner
6z0i,Eykaryo. plasma
7pij,Gram-pos. inner
5k7l,Eykaryo. plasma
6kmw,Thylakoid
1qd6,Gram-neg. outer
4il3,Endoplasm. reticulum
7py4,Eykaryo. plasma
6i97,Gram-neg. outer
3j9p,Eykaryo. plasma
2kv5,Gram-pos. inner
2m6x,Endoplasm. reticulum
6eu6,Gram-neg. inner
5kzo,Eykaryo. plasma
2na6,Eykaryo. plasma
5bz2,Gram-neg. inner
3prn,Gram-neg. outer
7m1u,Archaebac.
5xno,Thylakoid
6x4s,Mitochon. inner
7bty,Mitochon. outer
4djh,Eykaryo. plasma
4rdr,Gram-neg. outer
6ytl,Eykaryo. plasma
7wi6,Eykaryo. plasma
6k6k,Gram-neg. inner
6zka,Mitochon. inner
2hyd,Gram-pos. inner
4tlm,Eykaryo. plasma
6hwh,Gram-pos. inner
4q2e,Gram-neg. inner
6btm,Gram-neg. inner
5mlz,Archaebac.
7bvc,Gram-pos. inner
7s3d,Thylakoid
6hcp,Gram-neg. outer
5yw7,Eykaryo. plasma
4d51,Gram-neg. outer
4bgn,Gram-pos. inner
3b8e,Eykaryo. plasma
6ytx,Eykaryo. plasma
6m02,Eykaryo. plasma
2dyr,Mitochon. inner
6oht,Endoplasm. reticulum
7dtd,Eykaryo. plasma
7rsl,Endoplasm. reticulum
7db6,Eykaryo. plasma
5z1f,Eykaryo. plasma
6gci,Mitochon. inner
6oce,Eykaryo. plasma
4hw9,Gram-neg. inner
7p5c,Eykaryo. plasma
6s3l,Gram-neg. inner
5ldw,Mitochon. inner
4ryi,Gram-pos. inner
5dir,Gram-neg. inner
6x6k,Gram-neg. outer
4xtl,Gram-neg. inner
5lxg,Eykaryo. plasma
2lom,Mitochon. inner
5zkp,Eykaryo. plasma
7en0,Eykaryo. plasma
6dhe,Thylakoid
7pi0,Thylakoid
6mjp,Gram-neg. inner
5v8k,Gram-pos. inner
4pxk,Archaebac.
5uld,Gram-neg. inner
5x3x,Gram-neg. inner
6tpk,Eykaryo. plasma
7qhm,Gram-pos. inner
3kg2,Eykaryo. plasma
5t3r,Gram-neg. outer
6wlb,Eykaryo. plasma
6ftj,Endoplasm. reticulum
7t9i,Eykaryo. plasma
1ldf,Gram-neg. inner
2e74,Thylakoid
3qlb,Gram-neg. outer
7xat,Eykaryo. plasma
6a2j,Gram-pos. inner
6rz4,Eykaryo. plasma
7b03,Gram-neg. inner
7s9y,Gram-neg. inner
3din,Gram-neg. inner
3p5n,Gram-pos. inner
2mts,Endoplasm. reticulum
5ixm,Gram-neg. outer
6kg7,Eykaryo. plasma
6zbv,Eykaryo. plasma
6k41,Eykaryo. plasma
4m58,Gram-pos. inner
2lzl,Eykaryo. plasma
5kk2,Eykaryo. plasma
7nh9,Gram-neg. inner
6c14,Eykaryo. plasma
5o0t,Gram-neg. inner
7mde,Gram-neg. inner
7yzi,Gram-pos. inner
5xtc,Mitochon. inner
5edl,Gram-pos. inner
6p9y,Eykaryo. plasma
6vja,Eykaryo. plasma
6jnf,Mitochon. outer
6cq8,Eykaryo. plasma
5wua,Eykaryo. plasma
5n9y,Gram-neg. inner
6n51,Eykaryo. plasma
7ng8,Gram-neg. outer
5gko,Gram-neg. inner
5sv0,Gram-neg. inner
4jkv,Eykaryo. plasma
6td6,Eykaryo. plasma
1fjk,Endoplasm. reticulum
6xqn,Mitochon. inner
2rmz,Eykaryo. plasma
4uis,Eykaryo. plasma
2fgq,Gram-neg. outer
4r0c,Gram-neg. inner
7oz1,Eykaryo. plasma
1yce,Gram-neg. inner
2jln,Gram-pos. inner
6m17,Eykaryo. plasma
4fqe,Gram-neg. outer
7e87,Eykaryo. plasma
6fuf,Eykaryo. plasma
5z62,Mitochon. inner
4rp8,Gram-neg. inner
6ob7,Eykaryo. plasma
5xnl,Thylakoid
7pge,Gram-neg. outer
4b4a,Gram-neg. inner
7vl8,Eykaryo. plasma
6zy2,Gram-neg. inner
3wme,Eykaryo. plasma
3l1l,Gram-neg. inner
6pis,Eykaryo. plasma
5twv,Eykaryo. plasma
2j7a,Gram-neg. inner
7sf8,Eykaryo. plasma
5zug,Gram-neg. inner
6xdc,Eykaryo. plasma
3qnq,Gram-pos. inner
2w5j,Thylakoid
5do7,Eykaryo. plasma
6xiw,Eykaryo. plasma
6iz4,Endoplasm. reticulum
7lep,Eykaryo. plasma
6k7g,Endoplasm. reticulum
6cse,Archaebac.
1tly,Gram-neg. outer
2qks,Gram-neg. inner
8d3u,Eykaryo. plasma
6iok,Gram-neg. inner
4o9p,Gram-neg. inner
7w74,Gram-neg. inner
5ywy,Eykaryo. plasma
4wmz,Endoplasm. reticulum
5jwy,Gram-neg. inner
2lhf,Gram-neg. outer
3am6,Eykaryo. plasma
4od5,Archaebac.
6i9k,Eykaryo. plasma
6fwf,Gram-neg. inner
5zaz,Eykaryo. plasma
3hb3,Gram-neg. inner
7f9y,Eykaryo. plasma
6vej,Gram-neg. inner
2oar,Gram-pos. inner
5nam,Eykaryo. plasma
7sgr,Gram-neg. inner
5uiw,Eykaryo. plasma
3jbr,Eykaryo. plasma
4n6h,Eykaryo. plasma
3cap,Eykaryo. plasma
4tq4,Archaebac.
6o72,Eykaryo. plasma
6mlu,Endoplasm. reticulum
3b60,Gram-neg. inner
7ari,Gram-neg. inner
7pgi,Gram-neg. inner
7qn9,Eykaryo. plasma
6k61,Thylakoid
1q90,Thylakoid
1ors,Archaebac.
2ahy,Gram-pos. inner
6ol9,Eykaryo. plasma
5iva,Gram-neg. outer
7ku5,Thylakoid
7f16,Eykaryo. plasma
6tej,Gram-pos. inner
7w0n,Eykaryo. plasma
6i6h,Endoplasm. reticulum
4zgv,Gram-neg. outer
6ows,Gram-neg. inner
7x1t,Eykaryo. plasma
7sk2,Eykaryo. plasma
2wjr,Gram-neg. outer
7cz5,Eykaryo. plasma
5xjy,Eykaryo. plasma
6f0k,Gram-neg. inner
6li0,Eykaryo. plasma
6v22,Eykaryo. plasma
6h59,Gram-pos. inner
3rqw,Gram-neg. inner
7d99,Eykaryo. plasma
6lke,Mitochon. outer
4mee,Gram-neg. outer
6wi9,Eykaryo. plasma
6mgv,Eykaryo. plasma
5wuf,Gram-neg. inner
6coy,Eykaryo. plasma
3gia,Archaebac.
7usw,Eykaryo. plasma
1nqe,Gram-neg. outer
4pe5,Eykaryo. plasma
5nj3,Eykaryo. plasma
6r2q,Gram-neg. outer
1m56,Gram-neg. inner
6lum,Gram-pos. inner
7d06,Gram-neg. inner
6x0o,Gram-pos. inner
4bem,Gram-pos. inner
4a2n,Archaebac.
5oc0,Gram-neg. inner
5ctg,Eykaryo. plasma
2ynk,Gram-neg. outer
1p49,Endoplasm. reticulum
6su3,Gram-pos. inner
4pl0,Gram-neg. inner
6lfm,Eykaryo. plasma
6qd5,Eykaryo. plasma
1xrd,Thylakoid
3dzm,Gram-neg. outer
5uj9,Eykaryo. plasma
6h7d,Eykaryo. plasma
5svj,Eykaryo. plasma
2lme,Gram-neg. outer
6zbb,Mitochon. inner
6mi7,Gram-neg. inner
2ita,Gram-neg. inner
7oix,Eykaryo. plasma
6cd2,Gram-neg. outer
6sss,Endoplasm. reticulum
6hcy,Eykaryo. plasma
4yl3,Endoplasm. reticulum
6qkc,Eykaryo. plasma
3s8g,Gram-neg. inner
6a70,Eykaryo. plasma
5xls,Gram-neg. inner
2vdf,Gram-neg. outer
4lds,Gram-pos. inner
6j5j,Mitochon. inner
1l9b,Thylakoid
7t6t,Eykaryo. plasma
7bp3,Eykaryo. plasma
6rqf,Thylakoid
3rce,Gram-neg. inner
6iql,Eykaryo. plasma
4xt3,Eykaryo. plasma
7kc4,Eykaryo. plasma
6rtc,Eykaryo. plasma
8apa,Mitochon. inner
7ew6,Thylakoid
6zmq,Gram-neg. inner
6rhz,Thylakoid
6p6i,Gram-neg. inner
1kf6,Gram-neg. inner
5llu,Eykaryo. plasma
5xu1,Gram-pos. inner
2f2b,Archaebac.
7met,Gram-neg. inner
6r72,Gram-pos. inner
5t77,Gram-neg. inner
5x5y,Gram-neg. inner
7drt,Eykaryo. plasma
2mc7,Gram-neg. inner
1mhs,Eykaryo. plasma
7byl,Eykaryo. plasma
2qfi,Gram-neg. inner
5tv4,Gram-neg. inner
4dve,Gram-pos. inner
6o84,Eykaryo. plasma
4f4l,Gram-neg. inner
4aip,Gram-neg. outer
7c77,Endoplasm. reticulum
7tyh,Eykaryo. plasma
7abw,Gram-neg. inner
3tgu,Mitochon. inner
2qom,Gram-neg. outer
5tsa,Gram-neg. inner
4hg6,Gram-neg. inner
6z16,Gram-pos. inner
6m34,Archaebac.
3o7q,Gram-neg. inner
7a46,Gram-neg. inner
6dz7,Eykaryo. plasma
7ksq,Thylakoid
3vmt,Gram-pos. inner
2mfr,Eykaryo. plasma
1qle,Gram-neg. inner
4z3n,Gram-neg. inner
7shf,Eykaryo. plasma
6lm1,Gram-neg. inner
7o0u,Gram-neg. inner
3c02,Eykaryo. plasma
1u7g,Gram-neg. inner
6s7p,Eykaryo. plasma
1h2s,Archaebac.
5f1c,Eykaryo. plasma
2kse,Gram-neg. inner
7mbz,Gram-neg. inner
3kvn,Gram-neg. outer
5h35,Archaebac.
4pir,Eykaryo. plasma
6lkn,Endoplasm. reticulum
5fgn,Gram-neg. inner
4nef,Eykaryo. plasma
7dcv,Eykaryo. plasma
7mbx,Eykaryo. plasma
5dn6,Gram-neg. inner
7aqq,Mitochon. inner
5bun,Gram-neg. outer
2yev,Gram-neg. inner
5vkq,Eykaryo. plasma
7dd5,Eykaryo. plasma
6nav,Archaebac.
5gjv,Eykaryo. plasma
6a2w,Thylakoid
6leo,Eykaryo. plasma
7rja,Mitochon. inner
1p4t,Gram-neg. outer
2hdi,Gram-neg. outer
2l34,Eykaryo. plasma
2hi7,Gram-neg. inner
1qjp,Gram-neg. outer
7wwb,Eykaryo. plasma
6j8e,Eykaryo. plasma
2ksr,Eykaryo. plasma
7deg,Gram-neg. inner
4mnd,Archaebac.
6wb9,Endoplasm. reticulum
5ksd,Eykaryo. plasma
6pv7,Eykaryo. plasma
7d5i,Gram-pos. inner
5xpd,Eykaryo. plasma
7f02,Gram-neg. inner
4hyj,Gram-pos. inner
5xte,Mitochon. inner
7spc,Gram-neg. outer
5o5e,Endoplasm. reticulum
2m0q,Eykaryo. plasma
3j5p,Eykaryo. plasma
6f2g,Gram-pos. inner
5xjm,Eykaryo. plasma
7tuy,Eykaryo. plasma
5b58,Gram-neg. inner
6vwx,Gram-pos. inner
4rlc,Gram-neg. outer
7wld,Endoplasm. reticulum
7f8v,Eykaryo. plasma
5a2n,Eykaryo. plasma
2kog,Eykaryo. plasma
7uhg,Eykaryo. plasma
6k1h,Gram-neg. inner
7yxa,Eykaryo. plasma
6tzk,Gram-neg. outer
3hzq,Gram-pos. inner
5mkk,Gram-neg. inner
2zqp,Gram-neg. inner
6ukn,Eykaryo. plasma
5y50,Eykaryo. plasma
6gux,Archaebac.
5da0,Gram-neg. inner
7wsm,Eykaryo. plasma
4ri2,Thylakoid
4ezc,Eykaryo. plasma
3beh,Gram-neg. inner
6o58,Mitochon. inner
4myc,Mitochon. inner
2qts,Eykaryo. plasma
5oyb,Eykaryo. plasma
6oqr,Gram-neg. inner
6uks,Mitochon. inner
4e1s,Gram-neg. outer
7dys,Eykaryo. plasma
4jr9,Gram-neg. inner
7r0w,Thylakoid
7w6k,Eykaryo. plasma
7egk,Gram-neg. inner
5f15,Gram-neg. inner
6vd7,Eykaryo. plasma
6ksp,Eykaryo. plasma
7w3y,Eykaryo. plasma
7jk8,Gram-neg. inner
5nik,Gram-neg. inner
5guw,Gram-neg. inner
2lon,Mitochon. inner
3waj,Archaebac.
3tlm,Endoplasm. reticulum
2lnl,Eykaryo. plasma
5oyk,Gram-neg. outer
7vby,Mitochon. outer
1yew,Gram-neg. inner
2lj2,Gram-neg. inner
2mv6,Eykaryo. plasma
4n4r,Gram-neg. outer
6klv,Gram-neg. inner
3hfx,Gram-neg. inner
4wav,Archaebac.
2xut,Gram-neg. inner
6wvg,Eykaryo. plasma
2lly,Eykaryo. plasma
6g9x,Gram-neg. inner
2jo1,Eykaryo. plasma
7cge,Gram-neg. inner
7eq1,Eykaryo. plasma
6rwy,Gram-neg. inner
6kac,Thylakoid
2k9p,Eykaryo. plasma
2k1k,Eykaryo. plasma
6rfr,Mitochon. inner
7lg1,Eykaryo. plasma
6irs,Eykaryo. plasma
7f61,Eykaryo. plasma
2qi9,Gram-neg. inner
6zg7,Mitochon. inner
6ysf,Gram-pos. inner
7cj3,Eykaryo. plasma
7sa3,Thylakoid
7cqk,Endoplasm. reticulum
7zou,Gram-neg. inner
2por,Gram-neg. outer
5kte,Gram-neg. inner
6m32,Gram-neg. inner
2x72,Eykaryo. plasma
7nqk,Eykaryo. plasma
2erv,Gram-neg. outer
3pl9,Thylakoid
7eu3,Thylakoid
7ji3,Eykaryo. plasma
6e9c,Gram-neg. inner
3wi4,Gram-neg. outer
2l8s,Eykaryo. plasma
1s5h,Gram-pos. inner
5v6p,Endoplasm. reticulum
4cz8,Archaebac.
6lcp,Eykaryo. plasma
4m64,Gram-neg. inner
6qam,Gram-neg. outer
7cae,Gram-pos. inner
6ykm,Gram-neg. inner
4k5y,Eykaryo. plasma
7mit,Eykaryo. plasma
2ks1,Eykaryo. plasma
6tt7,Mitochon. inner
6vpv,Thylakoid
4uv3,Gram-neg. outer
5v7p,Endoplasm. reticulum
6dnf,Mitochon. inner
6caa,Eykaryo. plasma
5nup,Gram-neg. outer
6ysl,Gram-pos. inner
6ww7,Endoplasm. reticulum
4p79,Eykaryo. plasma
7tcg,Gram-pos. inner
7bvf,Gram-pos. inner
4dkl,Eykaryo. plasma
3v3c,Thylakoid
3b9y,Gram-neg. inner
7ot9,Gram-neg. inner
7ocy,Gram-pos. inner
6y9b,Eykaryo. plasma
6tko,Eykaryo. plasma
7wfe,Thylakoid
6tmh,Mitochon. inner
1ijd,Thylakoid
6v1y,Eykaryo. plasma
4ntj,Eykaryo. plasma
1pw4,Gram-neg. inner
6q53,Thylakoid
7vl9,Eykaryo. plasma
7cye,Gram-neg. inner
6eyu,Archaebac.
5l22,Gram-neg. inner
6lfl,Eykaryo. plasma
6sh3,Mitochon. inner
3j7q,Endoplasm. reticulum
5b57,Gram-neg. inner
3j45,Gram-neg. inner
6w6m,Gram-neg. outer
7epc,Eykaryo. plasma
2kdc,Gram-neg. inner
4ry2,Gram-pos. inner
6kuw,Eykaryo. plasma
6c5w,Mitochon. inner
6zxa,Thylakoid
6fv6,Gram-neg. inner
7cgp,Mitochon. inner
7d7r,Eykaryo. plasma
4hyg,Archaebac.
1orq,Archaebac.
4qnd,Gram-neg. inner
2k3m,Gram-pos. inner
4quv,Gram-neg. inner
6ebu,Gram-neg. inner
