pdbid,label
2l9u,Eykaryo. plasma
1h2s,Archaebac.
6o3c,Eykaryo. plasma
7o0w,Gram-neg. inner
7d99,Eykaryo. plasma
6f0k,Gram-neg. inner
6d6t,Eykaryo. plasma
5cfb,Eykaryo. plasma
3dwo,Gram-neg. outer
5mrw,Gram-neg. inner
5edl,Gram-pos. inner
4aq9,Eykaryo. plasma
5l8r,Thylakoid
5yw7,Eykaryo. plasma
1rwt,Thylakoid
7x20,Eykaryo. plasma
7vlx,Gram-pos. inner
6fok,Gram-neg. outer
2h88,Mitochon. inner
1afo,Eykaryo. plasma
7zgx,Gram-neg. outer
7btw,Mitochon. outer
6v4a,Gram-neg. inner
7ng8,Gram-neg. outer
5lnk,Mitochon. inner
6lod,Gram-neg. inner
3rfu,Gram-neg. inner
7deg,Gram-neg. inner
3zk1,Gram-neg. inner
3jad,Eykaryo. plasma
7zc6,Gram-pos. inner
4pl0,Gram-neg. inner
6pep,Gram-neg. inner
4e1s,Gram-neg. outer
7bvf,Gram-pos. inner
1a91,Gram-neg. inner
7ssv,Eykaryo. plasma
5oek,Eykaryo. plasma
7a24,Mitochon. inner
1nek,Gram-neg. inner
6vpv,Thylakoid
4umv,Gram-neg. inner
3rvy,Gram-neg. inner
5x3x,Gram-neg. inner
7k0l,Endoplasm. reticulum
6f2g,Gram-pos. inner
6hcy,Eykaryo. plasma
7fh1,Eykaryo. plasma
5tcx,Eykaryo. plasma
2na6,Eykaryo. plasma
7ahc,Gram-pos. inner
5h1r,Eykaryo. plasma
3vvk,Archaebac.
1zcd,Gram-neg. inner
6fos,Thylakoid
5azb,Gram-neg. inner
5f15,Gram-neg. inner
6hum,Gram-neg. inner
6wvg,Eykaryo. plasma
7nvh,Gram-pos. inner
2k9y,Eykaryo. plasma
6k61,Thylakoid
2fgq,Gram-neg. outer
4wmz,Endoplasm. reticulum
7e87,Eykaryo. plasma
6qam,Gram-neg. outer
6h7d,Eykaryo. plasma
3p5n,Gram-pos. inner
4ntf,Endoplasm. reticulum
6ei3,Gram-neg. inner
5nj3,Eykaryo. plasma
5do7,Eykaryo. plasma
5a40,Gram-neg. inner
1nqe,Gram-neg. outer
7m1u,Archaebac.
4yuu,Thylakoid
6lyp,Mitochon. inner
7bty,Mitochon. outer
3um7,Eykaryo. plasma
4d51,Gram-neg. outer
6uun,Eykaryo. plasma
7wsm,Eykaryo. plasma
6k6i,Gram-neg. inner
6zbb,Mitochon. inner
2ahy,Gram-pos. inner
2mv6,Eykaryo. plasma
6adq,Gram-pos. inner
3mk7,Gram-neg. inner
6fwf,Gram-neg. inner
6cfw,Archaebac.
6r72,Gram-pos. inner
6zzx,Thylakoid
3jqo,Gram-neg. outer
6g1k,Eykaryo. plasma
4rlc,Gram-neg. outer
4bgn,Gram-pos. inner
2k9p,Eykaryo. plasma
6m02,Eykaryo. plasma
6p9y,Eykaryo. plasma
1l0l,Mitochon. inner
6nt6,Endoplasm. reticulum
7cx4,Eykaryo. plasma
7rsl,Endoplasm. reticulum
7mjs,Eykaryo. plasma
5zaz,Eykaryo. plasma
6rfr,Mitochon. inner
6b3r,Eykaryo. plasma
4hum,Gram-neg. inner
7f16,Eykaryo. plasma
6nwf,Gram-neg. inner
5ldw,Mitochon. inner
4ryi,Gram-pos. inner
5ayn,Gram-neg. inner
6ve2,Gram-neg. outer
4qtn,Gram-neg. inner
5llu,Eykaryo. plasma
2lop,Mitochon. inner
5oc9,Eykaryo. plasma
7epc,Eykaryo. plasma
4kt0,Thylakoid
7wff,Thylakoid
5y4o,Gram-neg. inner
5xu1,Gram-pos. inner
2n4x,Archaebac.
5uld,Gram-neg. inner
5fgn,Gram-neg. inner
6l3t,Eykaryo. plasma
7e1v,Gram-pos. inner
2xzb,Eykaryo. plasma
5azs,Gram-neg. outer
6xdc,Eykaryo. plasma
6mlu,Endoplasm. reticulum
7w7g,Eykaryo. plasma
1pw4,Gram-neg. inner
1q90,Thylakoid
3qlb,Gram-neg. outer
7f8v,Eykaryo. plasma
6h59,Gram-pos. inner
6kg7,Eykaryo. plasma
7pbw,Gram-neg. inner
7qba,Gram-neg. inner
4hfi,Gram-neg. inner
2hyd,Gram-pos. inner
4zyo,Endoplasm. reticulum
5iv9,Gram-neg. outer
6oce,Eykaryo. plasma
7kh0,Eykaryo. plasma
6vd7,Eykaryo. plasma
4m58,Gram-pos. inner
2lzl,Eykaryo. plasma
2ndj,Eykaryo. plasma
7p2y,Gram-neg. inner
5z1f,Eykaryo. plasma
5x41,Gram-neg. inner
7ot9,Gram-neg. inner
8e9g,Gram-pos. inner
5xtc,Mitochon. inner
5jnq,Gram-pos. inner
6uiv,Eykaryo. plasma
6v22,Eykaryo. plasma
6wuh,Mitochon. outer
5xsy,Eykaryo. plasma
5uj9,Eykaryo. plasma
5wuf,Gram-neg. inner
6dz7,Eykaryo. plasma
7oiu,Gram-neg. outer
5tsa,Gram-neg. inner
5dir,Gram-neg. inner
3vw7,Eykaryo. plasma
6lcp,Eykaryo. plasma
3tlm,Endoplasm. reticulum
6sh3,Mitochon. inner
2ksr,Eykaryo. plasma
5ctg,Eykaryo. plasma
1a0s,Gram-neg. outer
4quv,Gram-neg. inner
7oz1,Eykaryo. plasma
2bbj,Gram-neg. inner
3hzq,Gram-pos. inner
6rw3,Eykaryo. plasma
2ynk,Gram-neg. outer
7stl,Eykaryo. plasma
5zlg,Eykaryo. plasma
6h8k,Mitochon. inner
4qnd,Gram-neg. inner
6o84,Eykaryo. plasma
4ri2,Thylakoid
7ojf,Gram-neg. outer
4fc4,Gram-neg. inner
7wq3,Eykaryo. plasma
7d06,Gram-neg. inner
4p79,Eykaryo. plasma
2pil,Gram-neg. inner
6n1g,Eykaryo. plasma
5uen,Eykaryo. plasma
2qfi,Gram-neg. inner
7ewl,Eykaryo. plasma
6bar,Gram-neg. inner
6k41,Eykaryo. plasma
3qnq,Gram-pos. inner
1jb0,Thylakoid
5sv9,Eykaryo. plasma
6y9b,Eykaryo. plasma
6i6h,Endoplasm. reticulum
7e9h,Eykaryo. plasma
6p25,Endoplasm. reticulum
6is6,Archaebac.
3prn,Gram-neg. outer
3kly,Gram-neg. inner
7tx6,Eykaryo. plasma
6mjp,Gram-neg. inner
4mrs,Gram-neg. inner
7w74,Gram-neg. inner
6mhy,Eykaryo. plasma
2m6x,Endoplasm. reticulum
4m64,Gram-neg. inner
3bs0,Gram-neg. outer
2l2t,Eykaryo. plasma
4tq4,Archaebac.
6me7,Eykaryo. plasma
5xj5,Gram-neg. inner
6mgv,Eykaryo. plasma
6cjt,Gram-neg. inner
7miy,Eykaryo. plasma
7cge,Gram-neg. inner
2oar,Gram-pos. inner
5xpd,Eykaryo. plasma
7pgi,Gram-neg. inner
5vkq,Eykaryo. plasma
2n7r,Eykaryo. plasma
2m3e,Eykaryo. plasma
3cap,Eykaryo. plasma
4y7j,Archaebac.
6ibb,Eykaryo. plasma
3j7q,Endoplasm. reticulum
3chx,Gram-neg. inner
6x58,Gram-neg. inner
7efo,Gram-neg. inner
7wu3,Eykaryo. plasma
6igz,Thylakoid
1l9b,Thylakoid
1orq,Archaebac.
2x2v,Gram-pos. inner
6r4l,Eykaryo. plasma
4y25,Gram-neg. outer
7s3d,Thylakoid
7lhv,Eykaryo. plasma
6tej,Gram-pos. inner
7sk2,Eykaryo. plasma
6g7o,Endoplasm. reticulum
5ixm,Gram-neg. outer
6mi8,Gram-neg. inner
7oix,Eykaryo. plasma
7sf8,Eykaryo. plasma
3ohn,Gram-neg. outer
7cz5,Eykaryo. plasma
5uiw,Eykaryo. plasma
6eu6,Gram-neg. inner
6s7p,Eykaryo. plasma
6ol9,Eykaryo. plasma
6su3,Gram-pos. inner
2j7a,Gram-neg. inner
7d76,Eykaryo. plasma
6lke,Mitochon. outer
4c00,Gram-neg. outer
6vn7,Eykaryo. plasma
6fj3,Eykaryo. plasma
5xar,Gram-neg. inner
6ddf,Eykaryo. plasma
3mp7,Archaebac.
7rh9,Eykaryo. plasma
2f1v,Gram-neg. outer
4wis,Eykaryo. plasma
5vms,Eykaryo. plasma
6w6m,Gram-neg. outer
1q16,Gram-neg. inner
6w98,Gram-pos. inner
6lvf,Gram-neg. inner
6wm5,Gram-pos. inner
4bem,Gram-pos. inner
4hyg,Archaebac.
6cxh,Gram-neg. inner
4xe5,Eykaryo. plasma
3njt,Gram-neg. outer
1p49,Endoplasm. reticulum
6kob,Gram-pos. inner
2mi2,Gram-neg. inner
6ksw,Eykaryo. plasma
6iyc,Eykaryo. plasma
2e74,Thylakoid
2wjr,Gram-neg. outer
5ktf,Eykaryo. plasma
3jbr,Eykaryo. plasma
5uar,Eykaryo. plasma
4gey,Gram-neg. outer
6ynw,Mitochon. inner
6mit,Gram-neg. inner
3zuy,Gram-neg. inner
7vh5,Eykaryo. plasma
3rbh,Gram-neg. outer
6sss,Endoplasm. reticulum
6mmr,Eykaryo. plasma
1zll,Endoplasm. reticulum
6gyh,Eykaryo. plasma
4av3,Gram-neg. inner
6a69,Eykaryo. plasma
5iji,Gram-neg. inner
4aip,Gram-neg. outer
4lds,Gram-pos. inner
6giq,Mitochon. inner
1eys,Thylakoid
7xbd,Eykaryo. plasma
6ytx,Eykaryo. plasma
6q53,Thylakoid
2qjy,Gram-neg. inner
6pw4,Eykaryo. plasma
4uis,Eykaryo. plasma
7k15,Eykaryo. plasma
6i9k,Eykaryo. plasma
8apa,Mitochon. inner
7coy,Thylakoid
7ddq,Gram-neg. inner
6pnj,Thylakoid
6khi,Gram-neg. inner
2vpz,Gram-neg. inner
5kzo,Eykaryo. plasma
5oqt,Gram-pos. inner
3ne2,Archaebac.
7sgr,Gram-neg. inner
6s7v,Gram-pos. inner
5kua,Gram-neg. inner
5t77,Gram-neg. inner
7nqk,Eykaryo. plasma
5hk7,Gram-neg. inner
1mhs,Eykaryo. plasma
7byl,Eykaryo. plasma
2vl0,Gram-neg. inner
5n6m,Gram-neg. inner
2k3m,Gram-pos. inner
5oqk,Eykaryo. plasma
4f4l,Gram-neg. inner
2lme,Gram-neg. outer
6wv3,Endoplasm. reticulum
7py4,Eykaryo. plasma
7nyr,Gram-neg. inner
2lck,Mitochon. inner
3fhh,Gram-neg. outer
5xls,Gram-neg. inner
3ux4,Gram-neg. inner
6z16,Gram-pos. inner
6m34,Archaebac.
3nd0,Gram-neg. inner
6xi0,Gram-neg. inner
6akg,Eykaryo. plasma
6zxa,Thylakoid
3t9n,Gram-pos. inner
2m0q,Eykaryo. plasma
1kf6,Gram-neg. inner
5a43,Gram-neg. inner
7xna,Eykaryo. plasma
6zy2,Gram-neg. inner
7vor,Gram-neg. inner
3c02,Eykaryo. plasma
1m56,Gram-neg. inner
6kzo,Eykaryo. plasma
2b2f,Archaebac.
5kbt,Eykaryo. plasma
3m73,Gram-neg. inner
7nib,Gram-neg. inner
3qra,Gram-neg. outer
5guf,Archaebac.
3x29,Eykaryo. plasma
6l47,Endoplasm. reticulum
5b58,Gram-neg. inner
4pe5,Eykaryo. plasma
7dys,Eykaryo. plasma
7bc6,Eykaryo. plasma
4zp0,Gram-neg. inner
6zdb,Mitochon. inner
4rl8,Gram-neg. outer
2yev,Gram-neg. inner
6cq8,Eykaryo. plasma
7f9y,Eykaryo. plasma
6gux,Archaebac.
2n90,Eykaryo. plasma
5oy0,Thylakoid
6xiw,Eykaryo. plasma
7jrg,Mitochon. inner
1p4t,Gram-neg. outer
3fid,Gram-neg. outer
4ezc,Eykaryo. plasma
2nq2,Gram-neg. inner
1qjp,Gram-neg. outer
7ph8,Eykaryo. plasma
6ith,Eykaryo. plasma
2hac,Eykaryo. plasma
7nh9,Gram-neg. inner
4cz8,Archaebac.
6vp0,Endoplasm. reticulum
5k7l,Eykaryo. plasma
6ob7,Eykaryo. plasma
7d5i,Gram-pos. inner
5osa,Eykaryo. plasma
7s9y,Gram-neg. inner
4kjs,Gram-pos. inner
5xte,Mitochon. inner
7pge,Gram-neg. outer
4il3,Endoplasm. reticulum
4phu,Eykaryo. plasma
4n6h,Eykaryo. plasma
6sgw,Gram-pos. inner
6c14,Eykaryo. plasma
7xtb,Eykaryo. plasma
5i20,Gram-neg. inner
6vwx,Gram-pos. inner
4uv3,Gram-neg. outer
7wld,Endoplasm. reticulum
7eib,Eykaryo. plasma
2k1k,Eykaryo. plasma
1iij,Eykaryo. plasma
7vu5,Eykaryo. plasma
6gv9,Gram-neg. inner
7vl8,Eykaryo. plasma
6v81,Gram-neg. outer
1wu0,Gram-pos. inner
5kte,Gram-neg. inner
2zqp,Gram-neg. inner
6li9,Eykaryo. plasma
5oyb,Eykaryo. plasma
6yv7,Archaebac.
5c78,Gram-neg. inner
8crt,Eykaryo. plasma
6dhe,Thylakoid
3b8e,Eykaryo. plasma
3din,Gram-neg. inner
5z62,Mitochon. inner
5fl7,Mitochon. inner
2zxe,Eykaryo. plasma
6c3o,Eykaryo. plasma
6k6k,Gram-neg. inner
6qti,Mitochon. inner
4epa,Gram-neg. outer
7mit,Eykaryo. plasma
4jr9,Gram-neg. inner
7r0w,Thylakoid
7wi6,Eykaryo. plasma
6vk9,Gram-neg. inner
5dn6,Gram-neg. inner
6sp2,Eykaryo. plasma
6kuw,Eykaryo. plasma
7wjm,Eykaryo. plasma
6xkz,Gram-neg. inner
5nik,Gram-neg. inner
5khs,Gram-neg. inner
2lon,Mitochon. inner
4od5,Archaebac.
3zd0,Endoplasm. reticulum
4grv,Eykaryo. plasma
5o78,Gram-neg. outer
7vby,Mitochon. outer
2oau,Gram-neg. inner
2xow,Gram-neg. inner
3j9p,Eykaryo. plasma
4mee,Gram-neg. outer
6s3l,Gram-neg. inner
2lj2,Gram-neg. inner
5wud,Archaebac.
3ne5,Gram-neg. inner
6w4s,Eykaryo. plasma
4djh,Eykaryo. plasma
6e9n,Gram-neg. inner
2jo1,Eykaryo. plasma
6rbg,Gram-neg. inner
7try,Eykaryo. plasma
6ki1,Gram-neg. inner
6ijj,Thylakoid
3hd7,Eykaryo. plasma
2w2e,Eykaryo. plasma
5och,Mitochon. inner
7ks0,Eykaryo. plasma
5zgg,Eykaryo. plasma
8ef5,Eykaryo. plasma
3b9y,Gram-neg. inner
6za9,Mitochon. inner
6t1z,Gram-pos. inner
7cj3,Eykaryo. plasma
7ksq,Thylakoid
7cqk,Endoplasm. reticulum
7zou,Gram-neg. inner
1kmo,Gram-neg. outer
5kbw,Gram-neg. inner
7a46,Gram-neg. inner
2x72,Eykaryo. plasma
7dcv,Eykaryo. plasma
2o4v,Gram-neg. outer
3pl9,Thylakoid
7f4v,Thylakoid
6zbv,Eykaryo. plasma
6g9x,Gram-neg. inner
4k3b,Gram-neg. outer
2kog,Eykaryo. plasma
1s5h,Gram-pos. inner
6ezn,Endoplasm. reticulum
4wav,Archaebac.
6mie,Eykaryo. plasma
3j45,Gram-neg. inner
6sln,Gram-neg. outer
6xjh,Gram-pos. inner
6ly9,Gram-neg. inner
4kfm,Eykaryo. plasma
7npw,Eykaryo. plasma
2k1a,Eykaryo. plasma
6x89,Mitochon. inner
6l35,Thylakoid
2mlh,Gram-neg. outer
6ftj,Endoplasm. reticulum
6b2z,Mitochon. inner
6cnm,Eykaryo. plasma
5o65,Gram-neg. outer
6ysf,Gram-pos. inner
6y7f,Endoplasm. reticulum
4pir,Eykaryo. plasma
7qhm,Gram-pos. inner
7bvc,Gram-pos. inner
5ksd,Eykaryo. plasma
1jo5,Thylakoid
1zrt,Gram-neg. inner
7qe5,Gram-neg. inner
7ocy,Gram-pos. inner
6ytl,Eykaryo. plasma
6vx7,Eykaryo. plasma
7sa3,Thylakoid
6tmh,Mitochon. inner
1lgh,Thylakoid
6w25,Eykaryo. plasma
4nef,Eykaryo. plasma
1fft,Gram-neg. inner
6a2w,Thylakoid
7piv,Eykaryo. plasma
7mbz,Gram-neg. inner
6nav,Archaebac.
5mg3,Gram-neg. inner
6ko5,Eykaryo. plasma
6uks,Mitochon. inner
3j7r,Endoplasm. reticulum
4xyd,Gram-neg. inner
4k0e,Gram-neg. inner
6lyr,Gram-neg. outer
7lzh,Eykaryo. plasma
3k3f,Gram-neg. inner
4ry2,Gram-pos. inner
6kkt,Eykaryo. plasma
6d7w,Mitochon. inner
7b7o,Thylakoid
6hrc,Gram-neg. inner
6zr2,Mitochon. inner
7d7r,Eykaryo. plasma
5dwy,Archaebac.
1m0l,Archaebac.
2mpn,Gram-neg. inner
4j7c,Gram-pos. inner
4q65,Gram-neg. inner
6mi7,Gram-neg. inner
