pdbid,label
6s3k,Gram-pos. inner
2f2b,Archaebac.
7jk8,Gram-neg. inner
6m32,Gram-neg. inner
6c70,Eykaryo. plasma
2ks1,Eykaryo. plasma
3wme,Eykaryo. plasma
5y83,Gram-neg. inner
3b8e,Eykaryo. plasma
3x29,Eykaryo. plasma
4hkr,Eykaryo. plasma
6p25,Endoplasm. reticulum
6vyh,Eykaryo. plasma
6l85,Gram-neg. inner
6kg7,Eykaryo. plasma
7rtu,Eykaryo. plasma
7rtw,Eykaryo. plasma
7eib,Eykaryo. plasma
6v4a,Gram-neg. inner
6cb2,Gram-neg. inner
6e3y,Eykaryo. plasma
6dhe,Thylakoid
6d7w,Mitochon. inner
4j7c,Gram-pos. inner
7kc4,Eykaryo. plasma
4zwj,Eykaryo. plasma
6rw3,Eykaryo. plasma
7ewl,Eykaryo. plasma
3hfx,Gram-neg. inner
6o3c,Eykaryo. plasma
3rbh,Gram-neg. outer
6k41,Eykaryo. plasma
7xtc,Eykaryo. plasma
5yq7,Gram-neg. inner
6m96,Gram-neg. inner
7cj3,Eykaryo. plasma
6fmx,Gram-pos. inner
6l35,Thylakoid
6tzk,Gram-neg. outer
6v3f,Endoplasm. reticulum
5b2g,Eykaryo. plasma
2rmz,Eykaryo. plasma
4myc,Mitochon. inner
7e4g,Archaebac.
7waw,Gram-neg. inner
7b7o,Thylakoid
2na7,Eykaryo. plasma
6xqn,Mitochon. inner
5dir,Gram-neg. inner
6z5r,Thylakoid
6iyc,Eykaryo. plasma
7cr0,Eykaryo. plasma
6o58,Mitochon. inner
1nek,Gram-neg. inner
1orq,Archaebac.
7jna,Eykaryo. plasma
2l6x,Gram-neg. inner
4x5m,Gram-neg. inner
5uiw,Eykaryo. plasma
4zgv,Gram-neg. outer
4g1u,Gram-neg. inner
3d31,Archaebac.
7d3u,Gram-pos. inner
5cxv,Eykaryo. plasma
5o78,Gram-neg. outer
3jad,Eykaryo. plasma
6so5,Endoplasm. reticulum
7b0p,Gram-pos. inner
1uyn,Gram-neg. outer
2kv5,Gram-pos. inner
2m0q,Eykaryo. plasma
2hi7,Gram-neg. inner
5v6p,Endoplasm. reticulum
6adq,Gram-pos. inner
3pgs,Gram-neg. outer
6wvd,Endoplasm. reticulum
7t6d,Gram-neg. inner
3v3c,Thylakoid
3vmt,Gram-pos. inner
2lom,Mitochon. inner
7xbd,Eykaryo. plasma
7qp9,Eykaryo. plasma
2mpr,Gram-neg. outer
1o5w,Mitochon. outer
4bgn,Gram-pos. inner
4jr9,Gram-neg. inner
7qba,Gram-neg. inner
6i1x,Gram-neg. outer
4il3,Endoplasm. reticulum
5svj,Eykaryo. plasma
2xzb,Eykaryo. plasma
1dxr,Thylakoid
4umv,Gram-neg. inner
5xmj,Gram-neg. inner
5da0,Gram-neg. inner
5a43,Gram-neg. inner
7mpa,Endoplasm. reticulum
5zsu,Eykaryo. plasma
6yez,Thylakoid
5uar,Eykaryo. plasma
3o7q,Gram-neg. inner
2ksf,Gram-neg. inner
6xpd,Eykaryo. plasma
5iji,Gram-neg. inner
4djh,Eykaryo. plasma
7pd4,Eykaryo. plasma
5i20,Gram-neg. inner
5x3x,Gram-neg. inner
3prn,Gram-neg. outer
1lgh,Thylakoid
7ot9,Gram-neg. inner
7tyh,Eykaryo. plasma
6vej,Gram-neg. inner
1vgo,Archaebac.
3wu2,Thylakoid
4qnc,Gram-neg. inner
3ddl,Gram-neg. inner
7n6q,Endoplasm. reticulum
5ax0,Eykaryo. plasma
6kfq,Gram-pos. inner
4aui,Gram-neg. outer
4j3o,Gram-neg. outer
5nup,Gram-neg. outer
7vu5,Eykaryo. plasma
6pzt,Eykaryo. plasma
7c4s,Eykaryo. plasma
3j1z,Gram-neg. inner
7kka,Gram-neg. inner
7fh1,Eykaryo. plasma
6lkn,Endoplasm. reticulum
7tuy,Eykaryo. plasma
6j5j,Mitochon. inner
2kdc,Gram-neg. inner
6zdb,Mitochon. inner
6ijj,Thylakoid
4yay,Eykaryo. plasma
7o0u,Gram-neg. inner
6i9k,Eykaryo. plasma
5xar,Gram-neg. inner
2gr7,Gram-neg. outer
6x0o,Gram-pos. inner
5osa,Eykaryo. plasma
6lyp,Mitochon. inner
6wxr,Eykaryo. plasma
6y9b,Eykaryo. plasma
5vms,Eykaryo. plasma
6giq,Mitochon. inner
3ldc,Archaebac.
7nyr,Gram-neg. inner
4r0c,Gram-neg. inner
4hyg,Archaebac.
2w2e,Eykaryo. plasma
4xyd,Gram-neg. inner
7bu6,Eykaryo. plasma
3qlb,Gram-neg. outer
1rh5,Archaebac.
4us3,Gram-pos. inner
6w98,Gram-pos. inner
7spc,Gram-neg. outer
7d06,Gram-neg. inner
6mg8,Eykaryo. plasma
5sv9,Eykaryo. plasma
2l8s,Eykaryo. plasma
7cyn,Endoplasm. reticulum
4fc4,Gram-neg. inner
7jic,Eykaryo. plasma
5xtd,Mitochon. inner
4aps,Gram-pos. inner
8d3u,Eykaryo. plasma
7wjm,Eykaryo. plasma
3k3f,Gram-neg. inner
6i6h,Endoplasm. reticulum
6rko,Gram-neg. inner
6zr2,Mitochon. inner
6r69,Gram-neg. inner
6ol9,Eykaryo. plasma
1iij,Eykaryo. plasma
6du8,Eykaryo. plasma
2ksr,Eykaryo. plasma
1fjk,Endoplasm. reticulum
6ibb,Eykaryo. plasma
2x55,Gram-neg. outer
7pge,Gram-neg. outer
7o3j,Gram-neg. outer
2n90,Eykaryo. plasma
6akg,Eykaryo. plasma
3tlm,Endoplasm. reticulum
6kob,Gram-pos. inner
3ne2,Archaebac.
7vlx,Gram-pos. inner
1kmo,Gram-neg. outer
2mic,Eykaryo. plasma
6ftj,Endoplasm. reticulum
7rja,Mitochon. inner
4qnd,Gram-neg. inner
6o72,Eykaryo. plasma
7bc6,Eykaryo. plasma
2los,Mitochon. inner
7tx6,Eykaryo. plasma
2lop,Mitochon. inner
4zr1,Endoplasm. reticulum
8crt,Eykaryo. plasma
5oyb,Eykaryo. plasma
6sp2,Eykaryo. plasma
1qle,Gram-neg. inner
6iql,Eykaryo. plasma
1m0l,Archaebac.
5nik,Gram-neg. inner
6wwz,Eykaryo. plasma
3zd0,Endoplasm. reticulum
4g80,Eykaryo. plasma
1u7g,Gram-neg. inner
7kyo,Gram-pos. inner
5uld,Gram-neg. inner
6oht,Endoplasm. reticulum
3tui,Gram-neg. inner
7s8l,Eykaryo. plasma
3waj,Archaebac.
6dz7,Eykaryo. plasma
2lat,Endoplasm. reticulum
8e9g,Gram-pos. inner
6gv9,Gram-neg. inner
3j9p,Eykaryo. plasma
5kk2,Eykaryo. plasma
7bp3,Eykaryo. plasma
5kbt,Eykaryo. plasma
3mk7,Gram-neg. inner
2l2t,Eykaryo. plasma
4j72,Gram-neg. inner
6ve2,Gram-neg. outer
5h35,Archaebac.
7nvh,Gram-pos. inner
6a2j,Gram-pos. inner
3tgu,Mitochon. inner
3jcu,Thylakoid
2vpz,Gram-neg. inner
2bl2,Gram-pos. inner
4kjs,Gram-pos. inner
6rqf,Thylakoid
4kpp,Archaebac.
5eke,Gram-neg. inner
4quv,Gram-neg. inner
7czb,Endoplasm. reticulum
3csl,Gram-neg. outer
6v22,Eykaryo. plasma
6sh3,Mitochon. inner
4pe5,Eykaryo. plasma
6vk9,Gram-neg. inner
6y7f,Endoplasm. reticulum
1q90,Thylakoid
6r72,Gram-pos. inner
7r0w,Thylakoid
2por,Gram-neg. outer
4aq9,Eykaryo. plasma
7nh9,Gram-neg. inner
4ezc,Eykaryo. plasma
4c00,Gram-neg. outer
6gux,Archaebac.
7xw5,Eykaryo. plasma
7o37,Mitochon. inner
3am6,Eykaryo. plasma
5iva,Gram-neg. outer
6lvf,Gram-neg. inner
5kzo,Eykaryo. plasma
6oqr,Gram-neg. inner
6ysl,Gram-pos. inner
7w3y,Eykaryo. plasma
6gyh,Eykaryo. plasma
7jv5,Eykaryo. plasma
6btm,Gram-neg. inner
7m93,Endoplasm. reticulum
2b2f,Archaebac.
2yvx,Gram-neg. inner
7d7r,Eykaryo. plasma
5lxg,Eykaryo. plasma
2lj2,Gram-neg. inner
6k6i,Gram-neg. inner
7f9y,Eykaryo. plasma
6csm,Eykaryo. plasma
1h2s,Archaebac.
1yew,Gram-neg. inner
4ntf,Endoplasm. reticulum
6cxh,Gram-neg. inner
6mhy,Eykaryo. plasma
6iww,Gram-neg. inner
2jo1,Eykaryo. plasma
5y5s,Thylakoid
7wfe,Thylakoid
5o0t,Gram-neg. inner
4av3,Gram-neg. inner
6mjp,Gram-neg. inner
2q7r,Endoplasm. reticulum
1nkz,Thylakoid
5vkq,Eykaryo. plasma
6gci,Mitochon. inner
6li0,Eykaryo. plasma
7dr0,Thylakoid
5a40,Gram-neg. inner
7wv9,Eykaryo. plasma
4mnd,Archaebac.
6ksw,Eykaryo. plasma
7k7a,Eykaryo. plasma
7x1t,Eykaryo. plasma
7ddz,Eykaryo. plasma
7npw,Eykaryo. plasma
7vby,Mitochon. outer
6klv,Gram-neg. inner
3zuy,Gram-neg. inner
6pw4,Eykaryo. plasma
5zaz,Eykaryo. plasma
7ckr,Eykaryo. plasma
7bw1,Endoplasm. reticulum
6zbb,Mitochon. inner
6w25,Eykaryo. plasma
6g9o,Eykaryo. plasma
2dyr,Mitochon. inner
5sy1,Eykaryo. plasma
7mbx,Eykaryo. plasma
7s3d,Thylakoid
6s7v,Gram-pos. inner
7xna,Eykaryo. plasma
7ocy,Gram-pos. inner
6fj3,Eykaryo. plasma
1p4t,Gram-neg. outer
4hyj,Gram-pos. inner
3hzq,Gram-pos. inner
3um7,Eykaryo. plasma
6ryo,Gram-pos. inner
6wj6,Thylakoid
7p2p,Endoplasm. reticulum
7wff,Thylakoid
2mpn,Gram-neg. inner
7rh9,Eykaryo. plasma
6n1g,Eykaryo. plasma
6qph,Thylakoid
6rz4,Eykaryo. plasma
4nv6,Gram-neg. inner
6x89,Mitochon. inner
6uks,Mitochon. inner
4yuu,Thylakoid
7bty,Mitochon. outer
6o84,Eykaryo. plasma
6g7o,Endoplasm. reticulum
6ffi,Eykaryo. plasma
7a24,Mitochon. inner
7jgb,Gram-pos. inner
5mdr,Gram-neg. outer
4pgr,Gram-pos. inner
6s7o,Endoplasm. reticulum
1qjp,Gram-neg. outer
6bhp,Eykaryo. plasma
2lhf,Gram-neg. outer
7vd6,Thylakoid
5ixm,Gram-neg. outer
2zxe,Eykaryo. plasma
5zlg,Eykaryo. plasma
6cvl,Gram-neg. inner
6xxd,Gram-neg. inner
6li9,Eykaryo. plasma
4ayt,Mitochon. inner
2w5j,Thylakoid
2k3m,Gram-pos. inner
5lcb,Gram-neg. inner
6rhz,Thylakoid
1xkw,Gram-neg. outer
2m3e,Eykaryo. plasma
7cx4,Eykaryo. plasma
4y25,Gram-neg. outer
7fig,Eykaryo. plasma
3hd7,Eykaryo. plasma
2l6w,Eykaryo. plasma
3s0x,Archaebac.
7b03,Gram-neg. inner
5khs,Gram-neg. inner
1ijd,Thylakoid
7xmt,Eykaryo. plasma
6zbv,Eykaryo. plasma
5xsy,Eykaryo. plasma
5xls,Gram-neg. inner
7wsm,Eykaryo. plasma
6wlb,Eykaryo. plasma
6wb9,Endoplasm. reticulum
7lg1,Eykaryo. plasma
4aip,Gram-neg. outer
6ds5,Endoplasm. reticulum
7ew6,Thylakoid
6tpk,Eykaryo. plasma
6vja,Eykaryo. plasma
3puw,Gram-neg. inner
7clv,Mitochon. inner
7db6,Eykaryo. plasma
5lil,Gram-neg. inner
4tqu,Gram-neg. inner
6kmx,Thylakoid
6tko,Eykaryo. plasma
6z16,Gram-pos. inner
4wmz,Endoplasm. reticulum
2xok,Mitochon. inner
2f1v,Gram-neg. outer
6coy,Eykaryo. plasma
6xmp,Endoplasm. reticulum
5l25,Eykaryo. plasma
4dji,Gram-neg. inner
7l0s,Eykaryo. plasma
7sf8,Eykaryo. plasma
5d92,Gram-pos. inner
5y4o,Gram-neg. inner
2erv,Gram-neg. outer
5ywy,Eykaryo. plasma
6kuw,Eykaryo. plasma
7vor,Gram-neg. inner
2a79,Eykaryo. plasma
5af1,Eykaryo. plasma
3bs0,Gram-neg. outer
5h1r,Eykaryo. plasma
7eeb,Eykaryo. plasma
2ita,Gram-neg. inner
5do7,Eykaryo. plasma
7d3e,Eykaryo. plasma
2grx,Gram-neg. outer
7e9h,Eykaryo. plasma
7cfs,Eykaryo. plasma
6ye4,Gram-neg. inner
4zp0,Gram-neg. inner
2z5x,Mitochon. outer
6r4l,Eykaryo. plasma
7uhg,Eykaryo. plasma
7cge,Gram-neg. inner
5dwy,Archaebac.
6mmr,Eykaryo. plasma
8djk,Endoplasm. reticulum
7sk2,Eykaryo. plasma
5yw7,Eykaryo. plasma
5tcq,Gram-neg. outer
1fft,Gram-neg. inner
4cz8,Archaebac.
5bz2,Gram-neg. inner
6g9x,Gram-neg. inner
7f02,Gram-neg. inner
7bvf,Gram-pos. inner
6pv7,Eykaryo. plasma
6kkt,Eykaryo. plasma
5sv0,Gram-neg. inner
2ahy,Gram-pos. inner
1yc9,Gram-neg. outer
7x20,Eykaryo. plasma
2wit,Gram-pos. inner
1zll,Endoplasm. reticulum
6mit,Gram-neg. inner
6m04,Eykaryo. plasma
5iws,Gram-pos. inner
6ys8,Gram-neg. inner
7pi0,Thylakoid
4pir,Eykaryo. plasma
7ddq,Gram-neg. inner
6v1y,Eykaryo. plasma
1s5h,Gram-pos. inner
7k0l,Endoplasm. reticulum
6hum,Gram-neg. inner
4rlc,Gram-neg. outer
6bug,Gram-pos. inner
2nwl,Archaebac.
3vw7,Eykaryo. plasma
7n4x,Eykaryo. plasma
5ldw,Mitochon. inner
7cha,Gram-neg. inner
5nv9,Gram-neg. inner
7e1v,Gram-pos. inner
1a0s,Gram-neg. outer
3bcc,Mitochon. inner
1q16,Gram-neg. inner
5gko,Gram-neg. inner
6z0f,Gram-pos. inner
1ldf,Gram-neg. inner
3vou,Gram-neg. inner
5azb,Gram-neg. inner
5c78,Gram-neg. inner
2bs2,Gram-neg. inner
1qd6,Gram-neg. outer
6wvg,Eykaryo. plasma
5o8o,Mitochon. outer
7wu3,Eykaryo. plasma
2wlk,Gram-neg. inner
6lm1,Gram-neg. inner
1jb0,Thylakoid
6cd2,Gram-neg. outer
3qq2,Gram-neg. outer
2n4x,Archaebac.
3dzm,Gram-neg. outer
7lhv,Eykaryo. plasma
5hk7,Gram-neg. inner
2qts,Eykaryo. plasma
6zzx,Thylakoid
7btw,Mitochon. outer
7c9r,Thylakoid
7xbw,Eykaryo. plasma
6dmy,Eykaryo. plasma
6ymy,Mitochon. inner
7eu3,Thylakoid
7cad,Gram-pos. inner
7jjo,Eykaryo. plasma
3cap,Eykaryo. plasma
3j45,Gram-neg. inner
6lfm,Eykaryo. plasma
4m64,Gram-neg. inner
7t6t,Eykaryo. plasma
2l34,Eykaryo. plasma
6sss,Endoplasm. reticulum
5z1f,Eykaryo. plasma
2kb7,Endoplasm. reticulum
6mi7,Gram-neg. inner
6bar,Gram-neg. inner
3fid,Gram-neg. outer
5zgg,Eykaryo. plasma
5tsa,Gram-neg. inner
1ors,Archaebac.
3vvk,Archaebac.
5wua,Eykaryo. plasma
3sn6,Eykaryo. plasma
6nwd,Gram-neg. inner
7vl8,Eykaryo. plasma
7stl,Eykaryo. plasma
7shf,Eykaryo. plasma
5llu,Eykaryo. plasma
4hfi,Gram-neg. inner
6fvq,Gram-neg. inner
2ynk,Gram-neg. outer
7ku5,Thylakoid
5zkp,Eykaryo. plasma
7t9i,Eykaryo. plasma
5fq6,Gram-neg. outer
7w0n,Eykaryo. plasma
6rfr,Mitochon. inner
7qe5,Gram-neg. inner
7e4i,Mitochon. outer
7mhz,Endoplasm. reticulum
4p79,Eykaryo. plasma
7o0y,Gram-neg. inner
7nb6,Gram-neg. inner
7ssv,Eykaryo. plasma
5mlz,Archaebac.
6td6,Eykaryo. plasma
2maw,Eykaryo. plasma
7m1u,Archaebac.
6ki1,Gram-neg. inner
6ynw,Mitochon. inner
7jrp,Mitochon. inner
6jpf,Eykaryo. plasma
4lep,Gram-neg. inner
6sni,Endoplasm. reticulum
7p34,Gram-neg. inner
6ly9,Gram-neg. inner
4tlm,Eykaryo. plasma
1xrd,Thylakoid
6dw0,Eykaryo. plasma
4y7j,Archaebac.
2iwv,Gram-neg. outer
4j9u,Gram-neg. inner
5oqk,Eykaryo. plasma
7np3,Eykaryo. plasma
2mv6,Eykaryo. plasma
6vd7,Eykaryo. plasma
5xjm,Eykaryo. plasma
4q2e,Gram-neg. inner
6p9x,Eykaryo. plasma
6fok,Gram-neg. outer
7jrg,Mitochon. inner
5t77,Gram-neg. inner
5fp2,Gram-neg. outer
5z62,Mitochon. inner
4kt0,Thylakoid
2k1a,Eykaryo. plasma
6yuz,Eykaryo. plasma
4od5,Archaebac.
6lum,Gram-pos. inner
3j5p,Eykaryo. plasma
6fos,Thylakoid
7d61,Eykaryo. plasma
6pwc,Eykaryo. plasma
7dys,Eykaryo. plasma
4lz6,Gram-pos. inner
6b2z,Mitochon. inner
6ebu,Gram-neg. inner
4dve,Gram-pos. inner
2o4v,Gram-neg. outer
2wwb,Endoplasm. reticulum
4uis,Eykaryo. plasma
6bqr,Eykaryo. plasma
6uiv,Eykaryo. plasma
4yl3,Endoplasm. reticulum
7zc6,Gram-pos. inner
1oqw,Gram-neg. inner
7jsj,Eykaryo. plasma
6h59,Gram-pos. inner
5zji,Thylakoid
4qtn,Gram-neg. inner
3j08,Archaebac.
5jwy,Gram-neg. inner
6ehf,Gram-neg. outer
6xxe,Gram-neg. inner
7tyx,Eykaryo. plasma
7yzi,Gram-pos. inner
6tmj,Mitochon. inner
7d6x,Gram-pos. inner
7yxa,Eykaryo. plasma
4ntj,Eykaryo. plasma
2xut,Gram-neg. inner
2xow,Gram-neg. inner
6w6m,Gram-neg. outer
7zou,Gram-neg. inner
7bmh,Eykaryo. plasma
2kog,Eykaryo. plasma
6u9v,Eykaryo. plasma
3qe7,Gram-neg. inner
7p5c,Eykaryo. plasma
5zug,Gram-neg. inner
3t9n,Gram-pos. inner
6k7g,Endoplasm. reticulum
5bun,Gram-neg. outer
6cq8,Eykaryo. plasma
6khi,Gram-neg. inner
4hzu,Gram-pos. inner
6l3t,Eykaryo. plasma
6q9e,Mitochon. inner
4xk8,Thylakoid
3qnq,Gram-pos. inner
6is6,Archaebac.
4e1s,Gram-neg. outer
6lmv,Eykaryo. plasma
7kh0,Eykaryo. plasma
3dwo,Gram-neg. outer
5o9h,Eykaryo. plasma
4ry2,Gram-pos. inner
7cz5,Eykaryo. plasma
5wq7,Gram-neg. outer
7epc,Eykaryo. plasma
4jkv,Eykaryo. plasma
5vkv,Gram-neg. inner
7f56,Eykaryo. plasma
3kvn,Gram-neg. outer
4uc1,Gram-neg. inner
7oz1,Eykaryo. plasma
6cm4,Eykaryo. plasma
2mts,Endoplasm. reticulum
6uun,Eykaryo. plasma
7oiu,Gram-neg. outer
7m33,Gram-pos. inner
6d6t,Eykaryo. plasma
7qhm,Gram-pos. inner
2vqi,Gram-neg. outer
6w2y,Eykaryo. plasma
2l9u,Eykaryo. plasma
3v5u,Archaebac.
2fgq,Gram-neg. outer
6j8e,Eykaryo. plasma
3rqw,Gram-neg. inner
8apa,Mitochon. inner
7uea,Gram-neg. inner
1p49,Endoplasm. reticulum
3rko,Gram-neg. inner
5xtc,Mitochon. inner
6bwf,Eykaryo. plasma
4wis,Eykaryo. plasma
6mgv,Eykaryo. plasma
7abw,Gram-neg. inner
7f8v,Eykaryo. plasma
4wav,Archaebac.
6nhw,Eykaryo. plasma
5wq8,Gram-neg. outer
3zk1,Gram-neg. inner
5ctg,Eykaryo. plasma
4kfm,Eykaryo. plasma
5oqt,Gram-pos. inner
6wuh,Mitochon. outer
5kte,Gram-neg. inner
7byl,Eykaryo. plasma
2qom,Gram-neg. outer
5nj3,Eykaryo. plasma
3ayf,Gram-pos. inner
2ksd,Gram-neg. inner
5vre,Gram-neg. inner
5dn6,Gram-neg. inner
7mde,Gram-neg. inner
2x2v,Gram-pos. inner
4l6r,Eykaryo. plasma
3l1l,Gram-neg. inner
7bvc,Gram-pos. inner
6bfg,Gram-neg. inner
7vh5,Eykaryo. plasma
2vl0,Gram-neg. inner
7eq1,Eykaryo. plasma
5gli,Eykaryo. plasma
1uaz,Archaebac.
1a91,Gram-neg. inner
7nyh,Gram-neg. inner
4epa,Gram-neg. outer
7p2y,Gram-neg. inner
6h7d,Eykaryo. plasma
7efo,Gram-neg. inner
5xte,Mitochon. inner
4z3n,Gram-neg. inner
2hyd,Gram-pos. inner
6ak3,Eykaryo. plasma
4fqe,Gram-neg. outer
7pgf,Gram-neg. inner
6wk5,Gram-pos. inner
2jp3,Eykaryo. plasma
7tcg,Gram-pos. inner
5guf,Archaebac.
7cfm,Eykaryo. plasma
6jbh,Gram-pos. inner
7ari,Gram-neg. inner
4gx0,Gram-neg. inner
6u0o,Gram-pos. inner
3wo7,Gram-pos. inner
6a70,Eykaryo. plasma
3fhh,Gram-neg. outer
2na6,Eykaryo. plasma
6pep,Gram-neg. inner
3tij,Gram-neg. inner
2mlh,Gram-neg. outer
6wv8,Endoplasm. reticulum
5v8k,Gram-pos. inner
5x5y,Gram-neg. inner
6nwf,Gram-neg. inner
2lzr,Gram-neg. inner
5azs,Gram-neg. outer
5jnq,Gram-pos. inner
7en0,Eykaryo. plasma
5xu1,Gram-pos. inner
6wim,Gram-neg. outer
3cx5,Mitochon. inner
5tj6,Eykaryo. plasma
1nqe,Gram-neg. outer
7ph8,Eykaryo. plasma
6vpv,Thylakoid
5tcx,Eykaryo. plasma
1l7v,Gram-neg. inner
7qn9,Eykaryo. plasma
7ksq,Thylakoid
2oau,Gram-neg. inner
4xe5,Eykaryo. plasma
6qkc,Eykaryo. plasma
2klu,Eykaryo. plasma
4ryi,Gram-pos. inner
6lod,Gram-neg. inner
6nt6,Endoplasm. reticulum
5guw,Gram-neg. inner
6zg7,Mitochon. inner
6pis,Eykaryo. plasma
6x58,Gram-neg. inner
6h3i,Gram-neg. outer
6t1z,Gram-pos. inner
1wrg,Thylakoid
6ith,Eykaryo. plasma
2gfp,Gram-neg. inner
3b4r,Archaebac.
2zqp,Gram-neg. inner
7pgi,Gram-neg. inner
6b3r,Eykaryo. plasma
5x33,Eykaryo. plasma
5azd,Gram-neg. inner
6z0i,Eykaryo. plasma
2cfp,Gram-neg. inner
4xu4,Gram-pos. inner
6kac,Thylakoid
4cad,Archaebac.
2ka2,Mitochon. outer
6gs4,Gram-neg. inner
5oek,Eykaryo. plasma
5mrw,Gram-neg. inner
8ap9,Mitochon. inner
4o9p,Gram-neg. inner
6tej,Gram-pos. inner
6xi0,Gram-neg. inner
6rwy,Gram-neg. inner
3dh4,Gram-neg. inner
6ob7,Eykaryo. plasma
5mkk,Gram-neg. inner
6ykm,Gram-neg. inner
4zyo,Endoplasm. reticulum
1jo5,Thylakoid
4ymu,Gram-pos. inner
4mrs,Gram-neg. inner
3njt,Gram-neg. outer
6m17,Eykaryo. plasma
5oy0,Thylakoid
2o9g,Gram-neg. inner
